,Unnamed: 0,Unnamed: 0.1,text,term,polarity,polarity_id,label,question,answer
567,567,577.0,Games being the main issue.,Games,negative,2,1,what is the sentiment of Games,The sentiment is negative
568,568,578.0,My sister has the same Mac as me and she is in a band and uses GarageBand to record and edit.,GarageBand,neutral,0,1,what is the sentiment of GarageBand,The sentiment is neutral
569,569,579.0,They say that this will invalidate the warranty on the hard drive (I don't really understand why but anyway).,warranty,negative,2,1,what is the sentiment of warranty,The sentiment is negative
570,570,580.0,They say that this will invalidate the warranty on the hard drive (I don't really understand why but anyway).,hard drive,neutral,0,1,what is the sentiment of hard drive,The sentiment is neutral
571,571,581.0,and looks very sexyy:D  really the mac book pro is the best laptop specially for students in college if you are not caring about price.,price,negative,2,1,what is the sentiment of price,The sentiment is negative
572,572,582.0,A great computer for light home use and business use.,home use,positive,1,1,what is the sentiment of home use,The sentiment is positive
573,573,583.0,A great computer for light home use and business use.,business use,positive,1,1,what is the sentiment of business use,The sentiment is positive
574,574,584.0,"Even with virus protection, it always turned off when updates were needed and installed.",virus protection,negative,2,1,what is the sentiment of virus protection,The sentiment is negative
575,575,585.0,"Even with virus protection, it always turned off when updates were needed and installed.",updates,negative,2,1,what is the sentiment of updates,The sentiment is negative
576,576,586.0,"Also consider the MS Office apps are all trial versions, hope you have your own copies.",MS Office apps,negative,2,1,what is the sentiment of MS Office apps,The sentiment is negative
577,577,587.0,"Even so, I like playing online games, so it was wonderful that there is a feature where I can dualboot Windows.",feature,positive,1,1,what is the sentiment of feature,The sentiment is positive
578,578,588.0,"Even so, I like playing online games, so it was wonderful that there is a feature where I can dualboot Windows.",Windows,positive,1,1,what is the sentiment of Windows,The sentiment is positive
579,579,589.0,"Even so, I like playing online games, so it was wonderful that there is a feature where I can dualboot Windows.",games,neutral,0,1,what is the sentiment of games,The sentiment is neutral
580,580,590.0,The battery life is amazingly long at 7hrs and 5hrs if you use it.,battery life,positive,1,1,what is the sentiment of battery life,The sentiment is positive
581,581,591.0,"lightweight, long battery life, excellent transition from PC;",battery life,positive,1,1,what is the sentiment of battery life,The sentiment is positive
582,582,592.0,The price is another driving influence that made me purchase this laptop.,price,positive,1,1,what is the sentiment of price,The sentiment is positive
583,583,593.0,The Nortons virus scan is only for a very short time unlike others that usually are good for a year.,Nortons virus scan,negative,2,1,what is the sentiment of Nortons virus scan,The sentiment is negative
584,584,594.0,It is stamped and not in pieces therefore it is a stronger more resilient frame.,frame,positive,1,1,what is the sentiment of frame,The sentiment is positive
585,585,595.0,I am first time Mac Buyer and am amazed at features and ease of use the Mac offers.,features,positive,1,1,what is the sentiment of features,The sentiment is positive
586,586,596.0,I am first time Mac Buyer and am amazed at features and ease of use the Mac offers.,use,positive,1,1,what is the sentiment of use,The sentiment is positive
587,587,597.0,Came fully loaded - good.,loaded,positive,1,1,what is the sentiment of loaded,The sentiment is positive
588,588,598.0,"I noticed windows has a new system called Windows 7, what about us Vista users?  They should get all the bugs out of Vista before investing in a new system.",Windows 7,neutral,0,1,what is the sentiment of Windows 7,The sentiment is neutral
589,589,599.0,"I noticed windows has a new system called Windows 7, what about us Vista users?  They should get all the bugs out of Vista before investing in a new system.",Vista,neutral,0,1,what is the sentiment of Vista,The sentiment is neutral
590,590,600.0,"I noticed windows has a new system called Windows 7, what about us Vista users?  They should get all the bugs out of Vista before investing in a new system.",Vista,negative,2,1,what is the sentiment of Vista,The sentiment is negative
591,591,601.0,"I noticed windows has a new system called Windows 7, what about us Vista users?  They should get all the bugs out of Vista before investing in a new system.",windows,neutral,0,1,what is the sentiment of windows,The sentiment is neutral
592,592,603.0,"When we bought our new HP comouter in Dec. of 2008, we wanted Windows XP, but were told it would cost an extra $159, so we went with Vista.",Vista,neutral,0,1,what is the sentiment of Vista,The sentiment is neutral
593,593,604.0,"The only thing that I have, is the key broad is a little dark to see the letters, would help if it was a little lighter then it is.",key broad,negative,2,1,what is the sentiment of key broad,The sentiment is negative
594,594,605.0,"I'm still within the one year warranty but the repair ""depot""  has deemed that this time it was caused by physical abuse and is not  covered.",warranty,negative,2,1,what is the sentiment of warranty,The sentiment is negative
595,595,606.0,"I'm still within the one year warranty but the repair ""depot""  has deemed that this time it was caused by physical abuse and is not  covered.","repair ""depot""",negative,2,1,"what is the sentiment of repair ""depot""",The sentiment is negative
596,596,607.0,  But I needed a laptop for school use.,school use,neutral,0,1,what is the sentiment of school use,The sentiment is neutral
597,597,608.0,This is the complete opposite to an ergonomic design.,design,negative,2,1,what is the sentiment of design,The sentiment is negative
598,598,609.0,I would like at least a 4 hr. battery life.,battery life,neutral,0,1,what is the sentiment of battery life,The sentiment is neutral
599,599,610.0,The only thing that I don't like about my mac is that sometimes there are programs that I want to be able to run and I am not able to.,programs,negative,2,1,what is the sentiment of programs,The sentiment is negative
600,600,611.0,"Wireless has not been a issue for me, like some others have meantioned.",Wireless,positive,1,1,what is the sentiment of Wireless,The sentiment is positive
601,601,612.0,"MacBook Notebooks quickly die out because of their short battery life, as well as the many background programs that run without the user's knowlede.",battery life,negative,2,1,what is the sentiment of battery life,The sentiment is negative
602,602,613.0,"MacBook Notebooks quickly die out because of their short battery life, as well as the many background programs that run without the user's knowlede.",programs,negative,2,1,what is the sentiment of programs,The sentiment is negative
603,603,614.0,"All the things you can do with the trackpad make navigating around the computer and its programs so much simpler, quicker, and easier.",trackpad,positive,1,1,what is the sentiment of trackpad,The sentiment is positive
604,604,615.0,"All the things you can do with the trackpad make navigating around the computer and its programs so much simpler, quicker, and easier.",programs,positive,1,1,what is the sentiment of programs,The sentiment is positive
605,605,616.0,"All the things you can do with the trackpad make navigating around the computer and its programs so much simpler, quicker, and easier.",navigating,positive,1,1,what is the sentiment of navigating,The sentiment is positive
606,606,617.0,I guess the only good thing that came out of these were the speakers and the subwoofer.,speakers,positive,1,1,what is the sentiment of speakers,The sentiment is positive
607,607,618.0,I guess the only good thing that came out of these were the speakers and the subwoofer.,subwoofer,positive,1,1,what is the sentiment of subwoofer,The sentiment is positive
608,608,619.0,Theres a built in camera with special effects- for video and photography.,built in camera,positive,1,1,what is the sentiment of built in camera,The sentiment is positive
609,609,620.0,All for such a great price.,price,positive,1,1,what is the sentiment of price,The sentiment is positive
610,610,621.0,"  Long story short, since I experience so many problems with my laptop every since I bought it from day one, I didn't ask for a new laptop or a refund of what I pay for a crapy laptop, but just an extension of my laptop warranty for another year, they made a big deal of out that and after so many calls and complaints about their products and services, they finally gave in.",warranty,neutral,0,1,what is the sentiment of warranty,The sentiment is neutral
611,611,622.0,Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,left mouse key,negative,2,1,what is the sentiment of left mouse key,The sentiment is negative
612,612,623.0,Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,costed,neutral,0,1,what is the sentiment of costed,The sentiment is neutral
613,613,624.0,It has good speed and plenty of hard drive space.,speed,positive,1,1,what is the sentiment of speed,The sentiment is positive
614,614,625.0,It has good speed and plenty of hard drive space.,hard drive space,positive,1,1,what is the sentiment of hard drive space,The sentiment is positive
615,615,626.0,Clear picture on it and everything.,picture,positive,1,1,what is the sentiment of picture,The sentiment is positive
616,616,627.0,"They said that my computer was covered on an extended warranty, and that products with  extended warranties are taken care of through third parties and not Sony itself anymore.",extended warranty,neutral,0,1,what is the sentiment of extended warranty,The sentiment is neutral
617,617,628.0,"They said that my computer was covered on an extended warranty, and that products with  extended warranties are taken care of through third parties and not Sony itself anymore.",extended warranties,neutral,0,1,what is the sentiment of extended warranties,The sentiment is neutral
618,618,629.0,Very long-life battery (up to 10-11 hours depending on how you configure power level settings).,battery,positive,1,1,what is the sentiment of battery,The sentiment is positive
619,619,630.0,"Screen is awesome, battery life is good.",Screen,positive,1,1,what is the sentiment of Screen,The sentiment is positive
620,620,631.0,"Screen is awesome, battery life is good.",battery life,positive,1,1,what is the sentiment of battery life,The sentiment is positive
621,621,632.0,The black model also has a very nice seamless appearance - one of the better looking notebooks I've seen.,appearance,positive,1,1,what is the sentiment of appearance,The sentiment is positive
622,622,633.0,The technical service for dell is so 3rd world it might as well not even bother.,technical service for dell,negative,2,1,what is the sentiment of technical service for dell,The sentiment is negative
623,623,634.0,The graphics were awful and the warranty isn't even worth the cheap payment on the computer.,graphics,negative,2,1,what is the sentiment of graphics,The sentiment is negative
624,624,635.0,The graphics were awful and the warranty isn't even worth the cheap payment on the computer.,warranty,negative,2,1,what is the sentiment of warranty,The sentiment is negative
625,625,636.0,"They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die.",battery,negative,2,1,what is the sentiment of battery,The sentiment is negative
626,626,637.0,"If you don't feel comfortable doing it yourself, just buy the case and be happy, plus it looks nice, I bought the white one from Best Buy.",case,positive,1,1,what is the sentiment of case,The sentiment is positive
627,627,638.0,"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",performance,neutral,0,1,what is the sentiment of performance,The sentiment is neutral
628,628,639.0,"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",price,positive,1,1,what is the sentiment of price,The sentiment is positive
629,629,640.0,"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",look,positive,1,1,what is the sentiment of look,The sentiment is positive
630,630,641.0,"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",applications,positive,1,1,what is the sentiment of applications,The sentiment is positive
631,631,642.0,Excellent speed for processing data.,speed,positive,1,1,what is the sentiment of speed,The sentiment is positive
632,632,643.0,When you call tech support you were routed to someone who was in another country and did not know what they were doing.,tech support,negative,2,1,what is the sentiment of tech support,The sentiment is negative
633,633,644.0,"It has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming.",gaming,positive,1,1,what is the sentiment of gaming,The sentiment is positive
634,634,645.0,"It has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming.",use,positive,1,1,what is the sentiment of use,The sentiment is positive
635,635,646.0,I was taught to use Photoshop and was amazed.,Photoshop,positive,1,1,what is the sentiment of Photoshop,The sentiment is positive
636,636,647.0,Somehow the system clock got messed up after reboot.,system clock,negative,2,1,what is the sentiment of system clock,The sentiment is negative
637,637,648.0,"the only problem is that i had to add 1 gb RAM, the computer was kinda slow.",RAM,negative,2,1,what is the sentiment of RAM,The sentiment is negative
638,638,649.0,With the macbook pro it comes with freesecuritysoftware to protect it from viruses and other intrusive things from downloads and internet surfing or emails.,securitysoftware,positive,1,1,what is the sentiment of securitysoftware,The sentiment is positive
639,639,650.0,"The driver updates don't fix the issue, very frustrating.",driver updates,negative,2,1,what is the sentiment of driver updates,The sentiment is negative
640,640,651.0,I will never go back to Windows!,Windows,negative,2,1,what is the sentiment of Windows,The sentiment is negative
641,641,652.0,It doesnt work worth a damn.,work,negative,2,1,what is the sentiment of work,The sentiment is negative
642,642,653.0,It works really well.,works,positive,1,1,what is the sentiment of works,The sentiment is positive
643,643,654.0,"Bigger HD, better graphics card, and a bid HD.",HD,positive,1,1,what is the sentiment of HD,The sentiment is positive
644,644,655.0,"Bigger HD, better graphics card, and a bid HD.",HD,positive,1,1,what is the sentiment of HD,The sentiment is positive
645,645,656.0,"Bigger HD, better graphics card, and a bid HD.",graphics card,positive,1,1,what is the sentiment of graphics card,The sentiment is positive
646,646,657.0,The built in camera is very useful when chatting with other techs in remote buildings on our campus.,built in camera,positive,1,1,what is the sentiment of built in camera,The sentiment is positive
647,647,658.0,"Mine came at $1,700 w/o a DVD burner (!).",DVD burner,negative,2,1,what is the sentiment of DVD burner,The sentiment is negative
648,648,659.0,The DVD burner broke after burning 3 DVD'd during that time!,DVD burner,negative,2,1,what is the sentiment of DVD burner,The sentiment is negative
649,649,660.0,It works fine with our wireless and they've had not problems.,works,positive,1,1,what is the sentiment of works,The sentiment is positive
650,650,661.0,But you must get the 15 inch.,15 inch,positive,1,1,what is the sentiment of 15 inch,The sentiment is positive
651,651,662.0,Product support very poor as each phone call costs me long distan,Product support,negative,2,1,what is the sentiment of Product support,The sentiment is negative
652,652,663.0,"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.",screen,positive,1,1,what is the sentiment of screen,The sentiment is positive
653,653,664.0,"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.",use,positive,1,1,what is the sentiment of use,The sentiment is positive
654,654,665.0,  The casing of the power cord fried and shocked my husband when he pulled it out of the socket.,casing of the power cord,negative,2,1,what is the sentiment of casing of the power cord,The sentiment is negative
655,655,666.0,It does not keep internet signals no matter where you bring it.,internet signals,negative,2,1,what is the sentiment of internet signals,The sentiment is negative
656,656,667.0,It's a great product for a great price!,price,positive,1,1,what is the sentiment of price,The sentiment is positive
657,657,668.0,"Again, the same problem, the right speaker did not work.",right speaker,negative,2,1,what is the sentiment of right speaker,The sentiment is negative
658,658,670.0,But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates.,software,positive,1,1,what is the sentiment of software,The sentiment is positive
659,659,671.0,But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates.,updates,positive,1,1,what is the sentiment of updates,The sentiment is positive
660,660,672.0,and the multiple page viewer ( allows you to press one button to see every separate page currently opened at the same time in one screen) are great for those who are working non stop or just shopping online.,multiple page viewer,positive,1,1,what is the sentiment of multiple page viewer,The sentiment is positive
661,661,673.0,This was the 3rd day and part still had not been shipped.,shipped,negative,2,1,what is the sentiment of shipped,The sentiment is negative
662,662,674.0,Keyboard good sized and wasy to use.,Keyboard,positive,1,1,what is the sentiment of Keyboard,The sentiment is positive
663,663,675.0,Keyboard good sized and wasy to use.,use,positive,1,1,what is the sentiment of use,The sentiment is positive
664,664,676.0,HP said it was out of warranty.,warranty,neutral,0,1,what is the sentiment of warranty,The sentiment is neutral
665,665,677.0,"I never had this kind of quality issue with Dell (not to say Dell is that great), not with a brand new laptop.",quality,negative,2,1,what is the sentiment of quality,The sentiment is negative
666,666,678.0,wonderful features.,features,positive,1,1,what is the sentiment of features,The sentiment is positive
667,667,679.0,I had to call HP and ask for a recovery disk because the computer does not come with one and completely redo it all.,recovery disk,negative,2,1,what is the sentiment of recovery disk,The sentiment is negative
668,668,680.0,Im glad that it has such great features in it.,features,positive,1,1,what is the sentiment of features,The sentiment is positive
669,669,681.0,I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.,programs,positive,1,1,what is the sentiment of programs,The sentiment is positive
670,670,682.0,I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.,Office,negative,2,1,what is the sentiment of Office,The sentiment is negative
671,671,683.0,I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.,Office programs,neutral,0,1,what is the sentiment of Office programs,The sentiment is neutral
672,672,684.0,Great wifi too.,wifi,positive,1,1,what is the sentiment of wifi,The sentiment is positive
673,673,685.0,"WHEN TYPING, LETTERS AND SPACES ARE FREQUENTLY OMITTED REQUIRING THE USER TO REDO MANY WORDS AND SENTENCES.",TYPING,negative,2,1,what is the sentiment of TYPING,The sentiment is negative
674,674,686.0,"  Only a few days after I received the computer back, the screen froze again.",screen,negative,2,1,what is the sentiment of screen,The sentiment is negative
675,675,687.0,It is not ideal for children because of the temp.,temp,negative,2,1,what is the sentiment of temp,The sentiment is negative
676,676,688.0,Although i do believe that Windows operating system may be to fault for some of the problems.,Windows operating system,negative,2,1,what is the sentiment of Windows operating system,The sentiment is negative
677,677,689.0,"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",OS,positive,1,1,what is the sentiment of OS,The sentiment is positive
678,678,690.0,"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",processor speed,positive,1,1,what is the sentiment of processor speed,The sentiment is positive
679,679,691.0,"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",thunderbolt port,positive,1,1,what is the sentiment of thunderbolt port,The sentiment is positive
680,680,692.0,  The lcd screen stopped working on mine after 10 months.,lcd screen,negative,2,1,what is the sentiment of lcd screen,The sentiment is negative
681,681,693.0,Images are crisp and clean.,Images,positive,1,1,what is the sentiment of Images,The sentiment is positive
682,682,694.0,although its windows vista compared to windows xp sucks.,windows vista,negative,2,1,what is the sentiment of windows vista,The sentiment is negative
683,683,695.0,although its windows vista compared to windows xp sucks.,windows xp,positive,1,1,what is the sentiment of windows xp,The sentiment is positive
684,684,696.0,"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",Vista,negative,2,1,what is the sentiment of Vista,The sentiment is negative
685,685,697.0,"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",Adobe Flash player,negative,2,1,what is the sentiment of Adobe Flash player,The sentiment is negative
686,686,698.0,"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",Internet Explore,negative,2,1,what is the sentiment of Internet Explore,The sentiment is negative
687,687,699.0,"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",Windows update,negative,2,1,what is the sentiment of Windows update,The sentiment is negative
688,688,700.0,"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",update,negative,2,1,what is the sentiment of update,The sentiment is negative
689,689,701.0,with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,switch,negative,2,1,what is the sentiment of switch,The sentiment is negative
690,690,702.0,with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,switch,negative,2,1,what is the sentiment of switch,The sentiment is negative
691,691,703.0,"One more tip, please purchase this model and get a 4GB stick of RAM to save you $10",4GB stick of RAM,positive,1,1,what is the sentiment of 4GB stick of RAM,The sentiment is positive
692,692,704.0,It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,hardrive,negative,2,1,what is the sentiment of hardrive,The sentiment is negative
693,693,705.0,It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,touch control buttons,negative,2,1,what is the sentiment of touch control buttons,The sentiment is negative
694,694,706.0,It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,keyboard,negative,2,1,what is the sentiment of keyboard,The sentiment is negative
695,695,707.0,I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance.,performance,positive,1,1,what is the sentiment of performance,The sentiment is positive
696,696,708.0,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iLife software,positive,1,1,what is the sentiment of iLife software,The sentiment is positive
697,697,709.0,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iPhoto,positive,1,1,what is the sentiment of iPhoto,The sentiment is positive
698,698,710.0,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iMovie,positive,1,1,what is the sentiment of iMovie,The sentiment is positive
699,699,711.0,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iWeb,positive,1,1,what is the sentiment of iWeb,The sentiment is positive
700,700,712.0,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iTunes,positive,1,1,what is the sentiment of iTunes,The sentiment is positive
701,701,713.0,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",GarageBand,positive,1,1,what is the sentiment of GarageBand,The sentiment is positive
702,702,714.0,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",runs,positive,1,1,what is the sentiment of runs,The sentiment is positive
703,703,715.0,At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again.,system board,negative,2,1,what is the sentiment of system board,The sentiment is negative
704,704,716.0,"  Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.",size,neutral,0,1,what is the sentiment of size,The sentiment is neutral
705,705,717.0,"  Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.",software,neutral,0,1,what is the sentiment of software,The sentiment is neutral
706,706,718.0,"  Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.",hardware,neutral,0,1,what is the sentiment of hardware,The sentiment is neutral
707,707,719.0,"It has plenty of memory, lots of hard drive, and great graphics.",memory,positive,1,1,what is the sentiment of memory,The sentiment is positive
708,708,720.0,"It has plenty of memory, lots of hard drive, and great graphics.",hard drive,positive,1,1,what is the sentiment of hard drive,The sentiment is positive
709,709,721.0,"It has plenty of memory, lots of hard drive, and great graphics.",graphics,positive,1,1,what is the sentiment of graphics,The sentiment is positive
710,710,722.0,It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,programs,positive,1,1,what is the sentiment of programs,The sentiment is positive
711,711,723.0,It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,navigation,positive,1,1,what is the sentiment of navigation,The sentiment is positive
712,712,724.0,"However, my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the LCD).",hinge,negative,2,1,what is the sentiment of hinge,The sentiment is negative
713,713,725.0,"However, my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the LCD).",LCD,neutral,0,1,what is the sentiment of LCD,The sentiment is neutral
714,714,726.0,My problem was with DELL Customer Service.,DELL Customer Service,negative,2,1,what is the sentiment of DELL Customer Service,The sentiment is negative
715,715,727.0,"Newegg's RMA service was great as always, I contacted them late Friday night, and they issued me an RMA number and a PrePaid UPS shipping label the very next morning on Saturday.",RMA service,positive,1,1,what is the sentiment of RMA service,The sentiment is positive
716,716,728.0,Design: very durable.,Design,positive,1,1,what is the sentiment of Design,The sentiment is positive
717,717,729.0,It is easy to go from one keyboard to another.,keyboard,neutral,0,1,what is the sentiment of keyboard,The sentiment is neutral
718,718,730.0,Has a 5-6 hour battery life.,battery life,neutral,0,1,what is the sentiment of battery life,The sentiment is neutral
719,719,731.0,My ONLY issues are: 1) the screen/video resolution won't increase to a higher resolution then 1024 x 60,screen/video resolution,negative,2,1,what is the sentiment of screen/video resolution,The sentiment is negative
720,720,732.0,My ONLY issues are: 1) the screen/video resolution won't increase to a higher resolution then 1024 x 60,resolution,negative,2,1,what is the sentiment of resolution,The sentiment is negative
721,721,733.0,"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",applications,neutral,0,1,what is the sentiment of applications,The sentiment is neutral
722,722,734.0,"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",Dreamweaver,neutral,0,1,what is the sentiment of Dreamweaver,The sentiment is neutral
723,723,735.0,"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",Final Cut Pro 7,neutral,0,1,what is the sentiment of Final Cut Pro 7,The sentiment is neutral
724,724,736.0,"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",Photoshop,neutral,0,1,what is the sentiment of Photoshop,The sentiment is neutral
725,725,737.0,"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",Safari,neutral,0,1,what is the sentiment of Safari,The sentiment is neutral
726,726,738.0,"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",Firefox,neutral,0,1,what is the sentiment of Firefox,The sentiment is neutral
727,727,739.0,"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",MSN Messenger,neutral,0,1,what is the sentiment of MSN Messenger,The sentiment is neutral
728,728,740.0,"  I was told by many  that it was a great computer, but we got one of these, and it worked  great for one year, and as soon as the warrenty was up, then it got  really bad.",warrenty,negative,2,1,what is the sentiment of warrenty,The sentiment is negative
729,729,741.0,Ive had to call tech support many times.,tech support,neutral,0,1,what is the sentiment of tech support,The sentiment is neutral
730,730,742.0,"The Apple applications (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)!",Apple applications,positive,1,1,what is the sentiment of Apple applications,The sentiment is positive
731,731,743.0,"The Apple applications (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)!",iPhoto,positive,1,1,what is the sentiment of iPhoto,The sentiment is positive
732,732,744.0,Not to mention it has shit gigs.,gigs,negative,2,1,what is the sentiment of gigs,The sentiment is negative
733,733,745.0,"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",memory,neutral,0,1,what is the sentiment of memory,The sentiment is neutral
734,734,746.0,"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",17-inch screen,neutral,0,1,what is the sentiment of 17-inch screen,The sentiment is neutral
735,735,747.0,"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",DVD,positive,1,1,what is the sentiment of DVD,The sentiment is positive
736,736,748.0,"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",CD burners,positive,1,1,what is the sentiment of CD burners,The sentiment is positive
737,737,749.0,"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",web browsing,positive,1,1,what is the sentiment of web browsing,The sentiment is positive
738,738,750.0,"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",uploading photos,positive,1,1,what is the sentiment of uploading photos,The sentiment is positive
739,739,751.0,"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",watching movies,positive,1,1,what is the sentiment of watching movies,The sentiment is positive
740,740,752.0,"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",creating presentations,positive,1,1,what is the sentiment of creating presentations,The sentiment is positive
741,741,753.0,"Quality Display  I love HP,, it's the only computer/printer we will buy.",Quality Display,positive,1,1,what is the sentiment of Quality Display,The sentiment is positive
742,742,755.0,"Despite the inconvenient weight, I opted for the 12 cell battery.",12 cell battery,positive,1,1,what is the sentiment of 12 cell battery,The sentiment is positive
743,743,756.0,The case is carved out of a single block of aluminum.,case,neutral,0,1,what is the sentiment of case,The sentiment is neutral
744,744,757.0,     First it burned or fused the power adapter plug.,power adapter plug,negative,2,1,what is the sentiment of power adapter plug,The sentiment is negative
745,745,758.0,"the features are great, the only thing it needs is better speakers.",features,positive,1,1,what is the sentiment of features,The sentiment is positive
746,746,759.0,"the features are great, the only thing it needs is better speakers.",speakers,negative,2,1,what is the sentiment of speakers,The sentiment is negative
747,747,760.0,"It was still working, but there was nothing on the screen.",screen,negative,2,1,what is the sentiment of screen,The sentiment is negative
748,748,761.0,I bought this laptop and found its TAB is not functioning.,TAB,negative,2,1,what is the sentiment of TAB,The sentiment is negative
