,Unnamed: 0,text,term,polarity,polarity_id,label
822,836.0,"The processor went on me, the fan went and the motherboard went.",fan,negative,2,1
823,837.0,"The processor went on me, the fan went and the motherboard went.",motherboard,negative,2,1
824,838.0,It is very well built.,built,positive,1,1
825,839.0,I highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.,performance,positive,1,1
826,840.0,The screen resolution was exactly what I was looking for.,screen resolution,positive,1,1
827,841.0,"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",Snow Leopard,positive,1,1
828,842.0,"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",CPU,negative,2,1
829,843.0,"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",Office Mac applications,negative,2,1
830,844.0,"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",Word,negative,2,1
831,845.0,"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",Excel,negative,2,1
832,846.0,"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",spinning wheel,negative,2,1
833,847.0,There is no number pad to the right of the keyboard which is a bummer.,pad,negative,2,1
834,848.0,There is no number pad to the right of the keyboard which is a bummer.,keyboard,negative,2,1
835,849.0,After 20-30 min the screen of the notebook switched off.,screen,negative,2,1
836,850.0,"If upgrade is possible to the full Windows 7, then I will truly be a very happy geek.",Windows 7,positive,1,1
837,851.0,"I was originally concerned that I couldn't view work I had done in college on my Mac because of the PC formatting, but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs.",programs,positive,1,1
838,852.0,"I was originally concerned that I couldn't view work I had done in college on my Mac because of the PC formatting, but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs.",iLife,positive,1,1
839,853.0,"I was originally concerned that I couldn't view work I had done in college on my Mac because of the PC formatting, but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs.",iWork,positive,1,1
840,855.0,10 hours of battery life is really something else....,battery life,positive,1,1
841,856.0,Runs fast and the regular layout keyboard is so much better.,regular layout keyboard,positive,1,1
842,857.0,Runs fast and the regular layout keyboard is so much better.,Runs,positive,1,1
843,858.0,"All the programs are easy and straight forward on my MacBook Pro, it is clean and organized, which I always strive to be myself.",programs,positive,1,1
844,859.0,I reinstalled windows through the recovery discs and everything seemed good again.,windows,positive,1,1
845,860.0,I reinstalled windows through the recovery discs and everything seemed good again.,recovery discs,positive,1,1
846,861.0,"Windows 7 Starter is terrific (no you can't change the background) but I don't need to, I use it just for school work.",Windows 7 Starter,positive,1,1
847,862.0,Support has been lackluster and now I just want a refund.,Support,negative,2,1
848,863.0,"First of all, they had no record of me having the 3 year warranty I'd paid almost $400 for, and I had to call in, spend hours on their online chat service, and fax in multiple documents.",3 year warranty,negative,2,1
849,864.0,"First of all, they had no record of me having the 3 year warranty I'd paid almost $400 for, and I had to call in, spend hours on their online chat service, and fax in multiple documents.",online chat service,negative,2,1
850,865.0,""">  iPhoto is probably the best program I have ever worked with: easy and convenient.",iPhoto,positive,1,1
851,866.0,I love to write and play with graphics and html programming and my new Toshiba works great on both!,works,positive,1,1
852,867.0,My laptop now has no battery.,battery,negative,2,1
853,870.0,It made the computer much easier to use and navigate.,use,positive,1,1
854,871.0,It made the computer much easier to use and navigate.,navigate,positive,1,1
855,872.0,":-)If you buy this - don't go into it expecting 7 hrs of battery life, and you'll be perfectly satisfied.",battery life,negative,2,1
856,873.0,"Needs longer lasting battery, More than 1 to 2 Hrs.",battery,negative,2,1
857,874.0,in May I started having problems with the USB ports not working.,USB ports,negative,2,1
858,875.0,10 plus hours of battery...,battery,positive,1,1
859,876.0,"The design is awesome, quality is unprecedented.",design,positive,1,1
860,877.0,"The design is awesome, quality is unprecedented.",quality,positive,1,1
861,878.0,The Mac version of Microsoft Office is cheaper than buying the actual and works just as well.,Mac version of Microsoft Office,positive,1,1
862,879.0,"The Mac takes about the same amount of starting-up time as the average PC, but keeps itself cleaned up and ready to use.",starting-up time,positive,1,1
863,880.0,The Toshiba Net book operates very well.,operates,positive,1,1
864,881.0,"the touch pad is fine - again, it's a real touch pad.",touch pad,positive,1,1
865,882.0,"the touch pad is fine - again, it's a real touch pad.",touch pad,positive,1,1
866,883.0,The pictures are clear as can be.,pictures,positive,1,1
867,884.0,"It is also very lightweight, making transporting this computer very easy.",transporting,positive,1,1
868,885.0,It's wonderful for computer gaming.,gaming,positive,1,1
869,886.0,You have to toss out the wifi card and replace it just to have any sort of network capability.,network capability,negative,2,1
870,887.0,You have to toss out the wifi card and replace it just to have any sort of network capability.,wifi card,negative,2,1
871,888.0,"AND the best part is that it even comes with a free printer (when they have a certain promotion/offer going, of course)!",printer,positive,1,1
872,889.0,it is very easy for anyone to use an apple and specially the mcbook pro notebook.,use,positive,1,1
873,890.0,"The flaws are, this computer is not for computer gamers because of the OS X.",OS X,negative,2,1
874,891.0,They really do have the worlds very worst repair service.,repair service,negative,2,1
875,892.0,They need to stop outsoucing and send some complaint calls to US based customer service agents for those who live in the United states.,customer service agents,negative,2,1
876,893.0,  I was also able to install and use my Photoshop and AfterEffects programs easily.,Photoshop,positive,1,1
877,894.0,  I was also able to install and use my Photoshop and AfterEffects programs easily.,AfterEffects programs,positive,1,1
878,895.0,It's perfect for everything and runs faster than an average pc!,runs,positive,1,1
879,896.0, Then after paying for it to be examined I was told it was same problem cited on website but I'd have to pay anyways since it was past warrenty.,warrenty,negative,2,1
880,897.0,I'm already hooked on the sleek look and dependability that this laptop has shown.,look,positive,1,1
881,898.0,I'm already hooked on the sleek look and dependability that this laptop has shown.,dependability,positive,1,1
882,899.0,And having to deal with the company has been a even worse nightmare.,company,negative,2,1
883,900.0,  I will definitely be getting a new laptop if it has any more issues after the warranty expires and researching carefully when I do so I don't run accross a situation like this again!,warranty,neutral,0,1
884,901.0,It has all the features that are necessary for college and if not they are able to be added onto the computer.,features,positive,1,1
885,902.0,"I've owned this labtop for less then two months, already the mouse button has broke.",mouse button,negative,2,1
886,903.0,"It did fairly well, other than it's poor performance, overheating and occational blue screen.",performance,negative,2,1
887,904.0,"The touchpad is very intuitive, so much so that I never want to use buttons to click again!",touchpad,positive,1,1
888,905.0,"The touchpad is very intuitive, so much so that I never want to use buttons to click again!",buttons,neutral,0,1
889,906.0,tons of bloatware and junk programs.,programs,negative,2,1
890,907.0,lots of extra space but the keyboard is ridiculously small.,space,positive,1,1
891,908.0,lots of extra space but the keyboard is ridiculously small.,keyboard,negative,2,1
892,909.0,It's so bad that I'm thinking I only got half a battery or something.,battery,negative,2,1
893,910.0,"Good keyboard, long battery life, largest hard drive and windows 7.",keyboard,positive,1,1
894,911.0,"Good keyboard, long battery life, largest hard drive and windows 7.",battery life,positive,1,1
895,912.0,"Good keyboard, long battery life, largest hard drive and windows 7.",hard drive,positive,1,1
896,913.0,"Good keyboard, long battery life, largest hard drive and windows 7.",windows 7,positive,1,1
897,914.0,The processor is very quick and effective as I load webpages and applications.,processor,positive,1,1
898,915.0,The processor is very quick and effective as I load webpages and applications.,applications,neutral,0,1
899,916.0,The processor is very quick and effective as I load webpages and applications.,load,positive,1,1
900,917.0,The processor is very quick and effective as I load webpages and applications.,webpages,neutral,0,1
901,918.0,My battery went bad about a year and a half after having it and it cost around eighty to a hundred dollars!,battery,negative,2,1
902,919.0,"It pretty much does everything we could ever need, and looks great to boot.",boot,positive,1,1
903,920.0,"As a lifelong Windows user, I was extremely pleased to make the change to Mac.",Windows,negative,2,1
904,921.0,"The Macbook is also made better, my computer has never got a virus, and the laptop runs just as fast as the first day I bought it.",runs,positive,1,1
905,922.0,"I wiped nearly everything off of it, installed OpenOffice and Firefox, and I am operating an incredibly efficient and useful machine for a great price.",OpenOffice,neutral,0,1
906,923.0,"I wiped nearly everything off of it, installed OpenOffice and Firefox, and I am operating an incredibly efficient and useful machine for a great price.",Firefox,neutral,0,1
907,924.0,"I wiped nearly everything off of it, installed OpenOffice and Firefox, and I am operating an incredibly efficient and useful machine for a great price.",price,positive,1,1
908,925.0,"Overall I feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.",quality,negative,2,1
909,926.0,"Overall I feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.",performance,negative,2,1
910,927.0,"Overall I feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.",battery life,positive,1,1
911,928.0,"I picked it out because it was inexpensive ($400) and I thought it would be a good, easy to use first laptop.",use,positive,1,1
912,929.0,MY ONLY PROBLEM IS I CAN NOT REG. THE PRODUCT KEY.,PRODUCT KEY,negative,2,1
913,930.0,Pay attention to the specs if you want these options.,specs,neutral,0,1
914,931.0,It also does not have bluetooth.,bluetooth,negative,2,1
915,933.0,Sure it has the one touch keys but that was the best feature of the computer.,one touch keys,positive,1,1
916,934.0,great battery life.,battery life,positive,1,1
917,935.0,The real stand out on this computer is the feel of the keyboard and it's speed.,keyboard,positive,1,1
918,936.0,The real stand out on this computer is the feel of the keyboard and it's speed.,speed,positive,1,1
919,937.0,"At first, the computer seemed a great deal--seemingly high-end specs for a low, low price.",specs,positive,1,1
920,938.0,"At first, the computer seemed a great deal--seemingly high-end specs for a low, low price.",price,positive,1,1
921,939.0,Delivery was early too.,Delivery,positive,1,1
922,940.0,Love the stability of the Mac software and operating system.,stability,positive,1,1
923,941.0,Love the stability of the Mac software and operating system.,Mac software,positive,1,1
924,942.0,Love the stability of the Mac software and operating system.,operating system,positive,1,1
925,943.0,And that probably explains why I've already had my SATA controller go bad within a year of buying it.,SATA controller,negative,2,1
926,944.0,It's also very capable of doing moderate video editing (although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing).,video editing,positive,1,1
927,945.0,It's also very capable of doing moderate video editing (although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing).,performance,negative,2,1
928,946.0,It's also very capable of doing moderate video editing (although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing).,mobile video editing,neutral,0,1
929,947.0,My main reason to convert was the imovie program.,imovie program,positive,1,1
930,948.0,It has a faster processor and more ram.,processor,positive,1,1
931,949.0,It has a faster processor and more ram.,ram,positive,1,1
932,950.0,"Laptops are usually used on the go, so why not give you a better battery?",battery,negative,2,1
933,952.0,I wasn't a big fan of the Netbooks but this one was very well designed.,designed,positive,1,1
934,953.0,And the warranty on this macbook pro can last up to 5 years or 1000 battery recharge cycles.,warranty,positive,1,1
935,954.0,I still have that stupid bluetooth mouse to!,bluetooth mouse,negative,2,1
936,955.0,"Would like more trendy, high tech features.",features,negative,2,1
937,956.0,Keyboard is great but primary and secondary control buttons could be more durable.,Keyboard,positive,1,1
938,957.0,Keyboard is great but primary and secondary control buttons could be more durable.,control buttons,negative,2,1
939,959.0,"I got it back again and was told the motherboard had been replaced, so I was now on the SECOND motherboard within 3 months.",motherboard,negative,2,1
940,960.0,"I got it back again and was told the motherboard had been replaced, so I was now on the SECOND motherboard within 3 months.",motherboard,negative,2,1
941,961.0,Processor - When compared to my 3 week old Early 2011 edition there I barely experience any difference in performance (2.3 GHz v/s 2.4 GHz).,Processor,neutral,0,1
942,962.0,Processor - When compared to my 3 week old Early 2011 edition there I barely experience any difference in performance (2.3 GHz v/s 2.4 GHz).,performance,neutral,0,1
943,963.0,"They say it could be the motherboard again, but Dell",motherboard,negative,2,1
944,964.0,2nd Best computer in the world  only one way this computer might become the best is that it needs to upgreade patches  to make less easier for people to hack into,patches,negative,2,1
945,965.0,"Love the speed, especially!",speed,positive,1,1
946,966.0,It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3.,system memory,negative,2,1
947,967.0,It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3.,radeon 5850,negative,2,1
948,968.0,It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3.,DDR5,positive,1,1
949,969.0,It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3.,DDR3,negative,2,1
950,970.0,"Not only are the versions of these programs able to be saved, worked on and opened on both a PC and Mac, the versions of these programs on a Mac are graphically and functionally superior.",programs,positive,1,1
951,971.0,"Not only are the versions of these programs able to be saved, worked on and opened on both a PC and Mac, the versions of these programs on a Mac are graphically and functionally superior.",programs,positive,1,1
952,972.0,"The speed gives you the power to work on these projects seamlessly, and multiple at a time if you sowish.",speed,positive,1,1
953,973.0,Awesome laptop and the perfect size to carry around in college.,size,positive,1,1
954,974.0," A MONTH LATER, we reinstall the OS (Vista).",OS (Vista),negative,2,1
955,975.0,"Some problems can be fixed if you purchase new software, but there is no guarentee.",software,negative,2,1
956,976.0,My real problem with it? The statement of 7 hour battery life is not just mere exaggeration -- it's a lie.,battery life,negative,2,1
957,977.0,The battery life is also relatively good.,battery life,positive,1,1
958,978.0,"  I definitely suggest getting an extended warranty, you will probably need it!",extended warranty,positive,1,1
959,979.0,"I have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.",features,positive,1,1
960,980.0,"I have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.",programs,positive,1,1
961,981.0,"I have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.",use,positive,1,1
962,982.0,"I don't have stupid pop up windows (even when I have pop ups blocked), I don't have to wait 5 minutes for a webpage to download, and best of all I can run all the web programming software I need to use all at once without slowing me down.",pop up windows,positive,1,1
963,983.0,"I don't have stupid pop up windows (even when I have pop ups blocked), I don't have to wait 5 minutes for a webpage to download, and best of all I can run all the web programming software I need to use all at once without slowing me down.",web programming software,positive,1,1
964,984.0,"I don't have stupid pop up windows (even when I have pop ups blocked), I don't have to wait 5 minutes for a webpage to download, and best of all I can run all the web programming software I need to use all at once without slowing me down.",pop ups,neutral,0,1
965,985.0,Memory is upgradable.,Memory,positive,1,1
966,986.0,"Web access through the 3G network is so slow, it's very frustrating and VERY DISAPPOINTING.",3G network,negative,2,1
967,987.0,"Web access through the 3G network is so slow, it's very frustrating and VERY DISAPPOINTING.",Web access,negative,2,1
968,988.0,The large screen also helps when you are working in design based programs like Adobe Creative Suite.,screen,positive,1,1
969,989.0,The large screen also helps when you are working in design based programs like Adobe Creative Suite.,design based programs,neutral,0,1
970,990.0,The large screen also helps when you are working in design based programs like Adobe Creative Suite.,Adobe Creative Suite,neutral,0,1
971,991.0,Moral of the story:-Do not buy anything from companies that do not respect their customers.,companies,negative,2,1
972,992.0,This is my first Dell I heard their customer service was lacking and that they were working on improving it!,customer service,negative,2,1
973,993.0,As well as having the plug in the computer come loose.,plug,negative,2,1
974,994.0,Second HDD cover has walls inside that need to be broken if you what to install one.,HDD cover,neutral,0,1
975,995.0,If you want more information on macs I suggest going to apple.com and heading towards the macbook page for more information on the applications.,applications,neutral,0,1
976,996.0,Great product by Apple with the new great looking design.,design,positive,1,1
977,997.0,I love the keyboard.,keyboard,positive,1,1
978,998.0,"I use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike.",iphoto,positive,1,1
979,999.0,"I use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike.",program,positive,1,1
980,1001.0,I will have to purchase Spy ware or Nortell for privacy protection.,Spy ware,neutral,0,1
981,1002.0,I will have to purchase Spy ware or Nortell for privacy protection.,Nortell,neutral,0,1
982,1003.0,I was said it's videocard.,videocard,negative,2,1
983,1004.0,For the price and what I get out of it has exceeded my expectations.,price,positive,1,1
984,1005.0,"If your time is worth anything to you, if you are tired of rebooting, reformatting, reinstalling, trying to find drivers, if you want a computer to work for you for a change, make the change to this computer.",drivers,negative,2,1
985,1006.0,The only thing I wish is the 15 inch MacBook Pro has much better speakers on the side of the keyboard.,speakers,negative,2,1
986,1007.0,The only thing I wish is the 15 inch MacBook Pro has much better speakers on the side of the keyboard.,keyboard,neutral,0,1
987,1008.0,"  Now, as easy as it is to use, and I do think it is a great STARTER laptop.",use,positive,1,1
988,1009.0,"Setting would change for some reason, the screen size would change on it's own, like the pixel sizes and whatnot.",Setting,negative,2,1
989,1010.0,"Setting would change for some reason, the screen size would change on it's own, like the pixel sizes and whatnot.",screen size,negative,2,1
990,1011.0,"Setting would change for some reason, the screen size would change on it's own, like the pixel sizes and whatnot.",pixel sizes,negative,2,1
991,1012.0,It had some kind of pre installed software update that completely shut the computer down when you clicked it.,pre installed software update,negative,2,1
992,1013.0,"Ever since I bought this laptop, so far I've experience nothing but constant break downs of the laptop and bad customer services I received over the phone with toshiba customer services hotlines.",customer services,negative,2,1
993,1014.0,"Ever since I bought this laptop, so far I've experience nothing but constant break downs of the laptop and bad customer services I received over the phone with toshiba customer services hotlines.",toshiba customer services,negative,2,1
994,1015.0,"Also, the space bar makes a noisy click every time you use it.",space bar,negative,2,1
995,1016.0,iPhotos is an excellent program for storing and organizing photos.,iPhotos,positive,1,1
996,1017.0,iPhotos is an excellent program for storing and organizing photos.,program,positive,1,1
997,1018.0,Other than that its a great performing machine and well meets all my needs and more.,performing,positive,1,1
998,1019.0,"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.",software,negative,2,1
999,1020.0,"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.",software,negative,2,1
1000,1021.0,"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.",booting,negative,2,1
1001,1022.0,"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.",programs,positive,1,1
1002,1023.0,"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.",iphoto,positive,1,1
1003,1024.0,"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.",imail,positive,1,1
1004,1025.0,"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.",imovie,positive,1,1
1005,1026.0,"The only thing I didn't learn in my research was the software I would need like privacy protection and warranty protection, in case it gets broken, or crashes etc.",software,neutral,0,1
1006,1027.0,Comfterbale to use light easy to transport.,use,positive,1,1
1007,1028.0,Comfterbale to use light easy to transport.,transport,positive,1,1
1008,1029.0,The Computer itself is a good product but the repair depot stinks.,repair depot,negative,2,1
1009,1030.0,I thought the price was great for the specs.,price,positive,1,1
1010,1031.0,I thought the price was great for the specs.,specs,positive,1,1
1011,1032.0,the only down fall is that it has no cd drive but i found that they are very cheap to by and also very portable making this the best friend to someone who is always looking for more space then they have.,cd drive,negative,2,1
1012,1033.0,"So, the hard disk capacity really doesn't matter to me.",hard disk capacity,neutral,0,1
1013,1034.0,Keys stick periodically and I havent had the laptop for 45 days yet.,Keys,negative,2,1
1014,1035.0,I also like that you can scroll down in a window using two fingers on the trackpad.,trackpad,positive,1,1
1015,1036.0,Everything from the design to the OS is simple and to the point.,design,positive,1,1
1016,1037.0,Everything from the design to the OS is simple and to the point.,OS,positive,1,1
1017,1038.0,I'v spent as much for shipping as I would to buy a new netbook -- of course a different brand.,shipping,negative,2,1
1018,1039.0,I personally like the gaming look but needed a machine that delivered gaming performance while still looking professional in front of my customers.,gaming look,positive,1,1
1019,1040.0,I personally like the gaming look but needed a machine that delivered gaming performance while still looking professional in front of my customers.,gaming performance,positive,1,1
1020,1041.0,This just keeps having it's hard drive replaced!,hard drive,negative,2,1
1021,1042.0,"When you look at the specs on Apple products in comparison to a Dell or a HP, yes they do seem to offer less for a higher cost.",cost,negative,2,1
1022,1043.0,The only downfall is the volume control.,volume control,negative,2,1
1023,1044.0,Very fast boot up and shut down.,boot up,positive,1,1
1024,1045.0,Very fast boot up and shut down.,shut down,positive,1,1
1025,1046.0,I finally decided on this laptop because it was the right price for what I need it.,price,positive,1,1
1026,1047.0,"If internet connectivity is important I would recommend going with a dell net book for 50 bucks more, or buy a USB wireless card.",internet connectivity,neutral,0,1
1027,1048.0,"If internet connectivity is important I would recommend going with a dell net book for 50 bucks more, or buy a USB wireless card.",USB wireless card,neutral,0,1
1028,1049.0,I had read online that some users were having sound problems.,sound,negative,2,1
1029,1050.0,"My last computer, a Toshiba, cost only $400, and worked like a charm for many years.",cost,positive,1,1
1030,1051.0,It discharges too quickly.,discharges,negative,2,1
1031,1052.0,"But to be honest, the compatibility issues and the other little quirks make me think I ll buy a PC next time.",compatibility,negative,2,1
1032,1053.0,Then it ceased charging at all.,charging,negative,2,1
1033,1054.0,"I do not experience a lot of heat coming out of it, however I would highly suggest purchasing a stand however, due to the nature of the design of the macbook as it is one very large heat sink.",stand,neutral,0,1
1034,1055.0,"I do not experience a lot of heat coming out of it, however I would highly suggest purchasing a stand however, due to the nature of the design of the macbook as it is one very large heat sink.",design,negative,2,1
1035,1056.0,"I do not experience a lot of heat coming out of it, however I would highly suggest purchasing a stand however, due to the nature of the design of the macbook as it is one very large heat sink.",heat sink,negative,2,1
1036,1057.0,"*=Webcam is a bit laggy, not the greatest.",Webcam,negative,2,1
1037,1058.0,"I am not much of a computer techie, so I can understand some of the internal problems, though I do have trend micro as an antiviral program.",trend micro,neutral,0,1
1038,1059.0,"I am not much of a computer techie, so I can understand some of the internal problems, though I do have trend micro as an antiviral program.",antiviral program,neutral,0,1
1039,1060.0,"The computer continued to give me issues and in Late June it completely died again and I tried to call Acer again to get it fixed and they refused to help me, they said my warrenty was up and hung up on me.",warrenty,negative,2,1
1040,1061.0,I've haven't had any major problems with the laptop except that the plastic piece that covers the usb port wires have all come off.,plastic piece,negative,2,1
1041,1062.0,I've haven't had any major problems with the laptop except that the plastic piece that covers the usb port wires have all come off.,usb port wires,neutral,0,1
1042,1063.0,Wonderful sleek case design is only on the outside.,case design,positive,1,1
1043,1064.0,It is speedy when connected wirelessly to any network regardless if the connection is weak or not.,connection,neutral,0,1
1044,1065.0,The pricing is very competitive.,pricing,positive,1,1
1045,1066.0,Connecting to my wireless router via built-in wireless took no time at all.,built-in wireless,positive,1,1
1046,1067.0,This computer is exceptionally thin for it's screen size and processing power.,screen size,positive,1,1
1047,1068.0,This computer is exceptionally thin for it's screen size and processing power.,processing power,positive,1,1
1048,1069.0,I have not had a problem with the applications quitting or freezing.,applications,positive,1,1
1049,1070.0,"Maybe this is virus related, maybe not, but the computer has locked up many times, and on two occasions, the screen has simply gone black.",screen,negative,2,1
1050,1071.0,This wiped out several programs that were installed on the computer when it was bought.,programs,negative,2,1
1051,1072.0,"It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.",graphics,positive,1,1
1052,1073.0,"It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.",graphics,neutral,0,1
1053,1074.0,"I have Vista, so I am unable to install and uninstall  some programs.",Vista,negative,2,1
1054,1075.0,"I have Vista, so I am unable to install and uninstall  some programs.",programs,negative,2,1
1055,1076.0,"I have Vista, so I am unable to install and uninstall  some programs.",install,negative,2,1
1056,1077.0,"I have Vista, so I am unable to install and uninstall  some programs.",uninstall ,negative,2,1
1057,1078.0,"The screen is bright and vivid and the keyboard is very easy to use, very important for use quick typers.",screen,positive,1,1
1058,1079.0,"The screen is bright and vivid and the keyboard is very easy to use, very important for use quick typers.",keyboard,positive,1,1
1059,1080.0,the mouse jumps around all the time and it clicks stuff i dont want it too.,mouse,negative,2,1
1060,1081.0,For those that care about noise this thing doesn't really make any;,noise,positive,1,1
1061,1082.0,"I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour.",IWORKS,positive,1,1
1062,1083.0,"I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour.",Itunes,positive,1,1
1063,1084.0,"I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour.",MS Office,positive,1,1
1064,1085.0,The macbooks are small enough to be very portable yet hold tons of information and performance.,performance,positive,1,1
1065,1086.0,The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,iWork,negative,2,1
1066,1087.0,The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,software,negative,2,1
1067,1088.0,The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,price,negative,2,1
1068,1089.0,"Whenever tried to turn it on, it would restart as soon as the BIOS launched Windows (or Winblows, as I like ot call it).",BIOS,negative,2,1
1069,1090.0,"Whenever tried to turn it on, it would restart as soon as the BIOS launched Windows (or Winblows, as I like ot call it).",Windows,negative,2,1
1070,1091.0,BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,application,neutral,0,1
1071,1092.0,BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,OS X,neutral,0,1
1072,1093.0,BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,Boot Camp,neutral,0,1
1073,1094.0,BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,Windows,neutral,0,1
1074,1095.0,The mousepad is a huge pain in the arse!,mousepad,negative,2,1
1075,1096.0,"I hope to edit this in the next few hours, I am going to try to install my own copy of Windows 7.",Windows 7,neutral,0,1
1076,1097.0,") I also purchased  Applecare  for $300, which is a three year extended warranty, since I ve never seen any laptop that lasted more than two.",Applecare,neutral,0,1
1077,1098.0,") I also purchased  Applecare  for $300, which is a three year extended warranty, since I ve never seen any laptop that lasted more than two.",extended warranty,neutral,0,1
1078,1099.0,"I run windows via bootcamp for the couple programs I do not want to buy a mac version of, like my cad programs.",windows,neutral,0,1
1079,1100.0,"I run windows via bootcamp for the couple programs I do not want to buy a mac version of, like my cad programs.",programs,neutral,0,1
1080,1101.0,"I run windows via bootcamp for the couple programs I do not want to buy a mac version of, like my cad programs.",cad programs,neutral,0,1
1081,1102.0,"I run windows via bootcamp for the couple programs I do not want to buy a mac version of, like my cad programs.",bootcamp,neutral,0,1
1082,1103.0,"Whenever I call Dell about an unrelated problem, they ask me if my laptop is running slowly and if I'd like to purchase more memory for $75.",memory,neutral,0,1
1083,1104.0,  since then i have had minor problems with slow operation.,operation,negative,2,1
1084,1105.0,Registration/1st use is easy.,use,positive,1,1
1085,1106.0,Take your time and go through the tutorials patiently.,tutorials,neutral,0,1
1086,1107.0,  This time the mouse pad and right click key wouldn't work!,mouse pad,negative,2,1
1087,1108.0,  This time the mouse pad and right click key wouldn't work!,right click key,negative,2,1
1088,1109.0,The first full charge of this battery got me only about 2 full hours.,battery,negative,2,1
1089,1110.0,The first full charge of this battery got me only about 2 full hours.,full charge,negative,2,1
1090,1111.0,"I bought a cordless mouse for it, but don't always take it out;",cordless mouse,positive,1,1
1091,1112.0,"i am a huge computer person i love anykind of computer that works well, but when i got this one i was so happy with the way it works and how it runs its amazing.",runs,positive,1,1
1092,1113.0,It took Toshiba tech support 4 calls and 4 different techs to correct the problem.,Toshiba tech support,negative,2,1
1093,1114.0,It took Toshiba tech support 4 calls and 4 different techs to correct the problem.,techs,negative,2,1
1094,1115.0,They only stay charged a little over an hour.,charged,negative,2,1
1095,1117.0,  I could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.,tech support,negative,2,1
1096,1118.0,  I could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.,online chat,neutral,0,1
