,text,category,polarity,polarity_id,label,question,answer
872,We were in search of food and stumbled on this block of Indian restaurants on East Sixth Street.,anecdotes/miscellaneous,neutral,2,1,which category in the text is neutral,anecdotes/miscellaneous
873,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",food,positive,1,1,which category in the text is positive,food
874,"Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record.",anecdotes/miscellaneous,negative,0,1,which category in the text is negative,anecdotes/miscellaneous
875,Excellent experience.,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
876,"Well worth the trip, close to City Hall and downtown subway stops.",anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
877,I had to share my table with a loud group of kids and the service was rude an unattentive.,service,negative,0,1,which category in the text is negative,service
878,I had to share my table with a loud group of kids and the service was rude an unattentive.,ambience,negative,0,1,which category in the text is negative,ambience
879,What more could you want?,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
880,"If you are the type of person who likes being scared and entertained, this is a great place to go and eat.",anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
881,"All in all, I don't see how you can go wrong.",anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
882,The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,food,positive,1,1,which category in the text is positive,food
883,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",ambience,positive,1,1,which category in the text is positive,ambience
884,"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",food,positive,1,1,which category in the text is positive,food
885,We were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.,anecdotes/miscellaneous,neutral,2,1,which category in the text is neutral,anecdotes/miscellaneous
886,The food is usually good but it certainly isn't a relaxing place to go.,food,positive,1,1,which category in the text is positive,food
887,The food is usually good but it certainly isn't a relaxing place to go.,ambience,negative,0,1,which category in the text is negative,ambience
888,I'm told that it is open 24hrs which is good.,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
889,"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",food,positive,1,1,which category in the text is positive,food
890,"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",service,positive,1,1,which category in the text is positive,service
891,"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",ambience,positive,1,1,which category in the text is positive,ambience
892,The prices were fantastic.,price,positive,1,1,which category in the text is positive,price
893,What a great place!,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
894,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",food,positive,1,1,which category in the text is positive,food
895,"It's not mind-blowing, but to me, thai food never is and never will be.",food,neutral,2,1,which category in the text is neutral,food
896,"i've been to sapphire twice and both times the food was fine, if not good.",food,positive,1,1,which category in the text is positive,food
897,Was surprisingly disappointed.,anecdotes/miscellaneous,negative,0,1,which category in the text is negative,anecdotes/miscellaneous
898,I love the fact that the pizza tastes so good and is so cheap.,food,positive,1,1,which category in the text is positive,food
899,I love the fact that the pizza tastes so good and is so cheap.,price,positive,1,1,which category in the text is positive,price
900,Nicky the Nose at the bar is a treat.,service,positive,1,1,which category in the text is positive,service
901,I went to Ruby Foo's after work with a group of 6.,anecdotes/miscellaneous,neutral,2,1,which category in the text is neutral,anecdotes/miscellaneous
902,I'm amazed we haven't been kicked out of this place yet.,anecdotes/miscellaneous,neutral,2,1,which category in the text is neutral,anecdotes/miscellaneous
903,"Service was prompt, friendly and great.",service,positive,1,1,which category in the text is positive,service
904,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",food,positive,1,1,which category in the text is positive,food
905,The sushi was awful!,food,negative,0,1,which category in the text is negative,food
906,Katz's has been a NYC original for over 100 years.,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
907,You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.,price,negative,0,1,which category in the text is negative,price
908,"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",food,positive,1,1,which category in the text is positive,food
909,The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,food,negative,0,1,which category in the text is negative,food
910,"Late nite omelletes are not good here, there is no variety!",food,negative,0,1,which category in the text is negative,food
911,Everything at Sala Thai is tasty and well-portioned.,food,positive,1,1,which category in the text is positive,food
912,"After all that, they complained to me about the small tip.",service,negative,0,1,which category in the text is negative,service
913,It's a great place to pick up a cheap lunch or dinner.,price,positive,1,1,which category in the text is positive,price
914,"Behind this counter, two men are squeezed in.",ambience,negative,0,1,which category in the text is negative,ambience
915,Great find!!!,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
916,"If only they delivered, they'd make a mint!",anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
917,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",food,positive,1,1,which category in the text is positive,food
918,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",service,positive,1,1,which category in the text is positive,service
919,"Our waitress was sweet and accomodating, not overbearing.",service,positive,1,1,which category in the text is positive,service
920,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,service,negative,0,1,which category in the text is negative,service
921,I was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.,anecdotes/miscellaneous,negative,0,1,which category in the text is negative,anecdotes/miscellaneous
922,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,ambience,positive,1,1,which category in the text is positive,ambience
923,"A large is $20, and toppings are about $3 each.",price,negative,0,1,which category in the text is negative,price
924,"In any event, this is a place I'll be sure to stop by again when I'm in this part of town.",anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
925,I definitely wouldn't go back.,anecdotes/miscellaneous,negative,0,1,which category in the text is negative,anecdotes/miscellaneous
926,It is not worth for that bucks.,price,negative,0,1,which category in the text is negative,price
927,brick oven gallery is My pick for best pizza restaurant anywhere.,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
928,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,food,positive,1,1,which category in the text is positive,food
929,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,price,positive,1,1,which category in the text is positive,price
930,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,service,positive,1,1,which category in the text is positive,service
931,"For many people, this may not seem like Aunthentic Thai food because most places in NYC arent quite authentic.",food,negative,0,1,which category in the text is negative,food
932,"Growing up in NY, I have eaten my share of bagels.",anecdotes/miscellaneous,neutral,2,1,which category in the text is neutral,anecdotes/miscellaneous
933,"Oh, don't even let me start with how expensive the bills were!",price,negative,0,1,which category in the text is negative,price
934,A hearty two thumbs up!,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
935,The scallion pancakes and fried dumplings were nothing out of the ordinary.,food,neutral,2,1,which category in the text is neutral,food
936,"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",food,positive,1,1,which category in the text is positive,food
937,"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",service,negative,0,1,which category in the text is negative,service
938,"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",price,negative,0,1,which category in the text is negative,price
939,Service is top notch.,service,positive,1,1,which category in the text is positive,service
940,The food now is inconsistent.,food,negative,0,1,which category in the text is negative,food
941,All pretty good.,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
942,"You can also special order any kind of dumpling,etc.",anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
943,you guys rock.,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
944,Chance is a joke.,anecdotes/miscellaneous,negative,0,1,which category in the text is negative,anecdotes/miscellaneous
945,I was pretty much full after our fondue appetizer.,food,positive,1,1,which category in the text is positive,food
946,I was pretty much full after our fondue appetizer.,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
947,BE CAREFUL before you request extra spice.,food,neutral,2,1,which category in the text is neutral,food
948,The octopus eaters were floored by the Octopus salad.,food,positive,1,1,which category in the text is positive,food
949,We thought that this place is using too much of MSG cooking in the foods.,food,negative,0,1,which category in the text is negative,food
950,I was at Rao's last Wed.,anecdotes/miscellaneous,neutral,2,1,which category in the text is neutral,anecdotes/miscellaneous
951,And the Tom Kha soup was pathetic.,food,negative,0,1,which category in the text is negative,food
952,I started out with a Bombay beer which was big enough for two.,food,positive,1,1,which category in the text is positive,food
953,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",ambience,positive,1,1,which category in the text is positive,ambience
954,Service was quick.,service,positive,1,1,which category in the text is positive,service
955,Tends to turn people away.,anecdotes/miscellaneous,negative,0,1,which category in the text is negative,anecdotes/miscellaneous
956,We thought this a prelude to what the evening will be like.,anecdotes/miscellaneous,neutral,2,1,which category in the text is neutral,anecdotes/miscellaneous
957,"I was turned on to this restaurant by a fellow foodie friend of mine, and have been going back regularly ever since.",anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
958,Drawbacks: service is slow and they don't toast!,service,negative,0,1,which category in the text is negative,service
959,Went there for an office lunch.,anecdotes/miscellaneous,neutral,2,1,which category in the text is neutral,anecdotes/miscellaneous
960,I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
961,"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",food,positive,1,1,which category in the text is positive,food
962,The best thing I tasted were the lambchops.,food,positive,1,1,which category in the text is positive,food
963,it's delicious!,food,positive,1,1,which category in the text is positive,food
964,The spicy tuna and salmon are the best we've ever had.,food,positive,1,1,which category in the text is positive,food
965,"Even though its good seafood, the prices are too high.",food,positive,1,1,which category in the text is positive,food
966,"Even though its good seafood, the prices are too high.",price,negative,0,1,which category in the text is negative,price
967,"In addition, the food is very good and the prices are reasonable.",food,positive,1,1,which category in the text is positive,food
968,"In addition, the food is very good and the prices are reasonable.",price,positive,1,1,which category in the text is positive,price
969,"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.",service,positive,1,1,which category in the text is positive,service
970,"If you live outside the neighborhood, don't bother!",anecdotes/miscellaneous,negative,0,1,which category in the text is negative,anecdotes/miscellaneous
971,Been going here since it opened have seen the quality value decrease considerably.,anecdotes/miscellaneous,negative,0,1,which category in the text is negative,anecdotes/miscellaneous
972,"Meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.",food,neutral,2,1,which category in the text is neutral,food
973,I never had anything I didn't like here.,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
974,Reasonable prices.,price,positive,1,1,which category in the text is positive,price
975,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,service,positive,1,1,which category in the text is positive,service
976,"Try the crunchy tuna, it is to die for.",food,positive,1,1,which category in the text is positive,food
977,It won't break the bank but I also wouldnt come back for the food.,food,negative,0,1,which category in the text is negative,food
978,"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
979,I've been to Joya twice and I will never go again.,anecdotes/miscellaneous,negative,0,1,which category in the text is negative,anecdotes/miscellaneous
980,So rushing us out was absolutely unnecessary!,anecdotes/miscellaneous,negative,0,1,which category in the text is negative,anecdotes/miscellaneous
981,However it is the ONLY Taiwanese restaurant in town.,anecdotes/miscellaneous,neutral,2,1,which category in the text is neutral,anecdotes/miscellaneous
982,It is a lot of fun with live entertainment and all kinds of Disney type special effects.,ambience,positive,1,1,which category in the text is positive,ambience
983,"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).",food,positive,1,1,which category in the text is positive,food
984,"No refills on fountain drinks, though.",food,negative,0,1,which category in the text is negative,food
985,Wow over 100 beers to choose from.,food,positive,1,1,which category in the text is positive,food
986,Be careful of portions - they're HUGE.,food,positive,1,1,which category in the text is positive,food
987,"The Steak Tartare is a great bet, they fix it for you at the table.",food,positive,1,1,which category in the text is positive,food
988,My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.,service,positive,1,1,which category in the text is positive,service
989,My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.,food,negative,0,1,which category in the text is negative,food
990,Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening.,service,positive,1,1,which category in the text is positive,service
991,Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening.,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
992,Did I mention the wine?,food,neutral,2,1,which category in the text is neutral,food
993,"Plus, on Wednesday nights the house wine is unlimited!",food,positive,1,1,which category in the text is positive,food
994,It is by far my favorite restaurant in Brooklyn.,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
995,Now it's so crowded and loud you can't even talk to the person next to you.,ambience,negative,0,1,which category in the text is negative,ambience
996,Love Pizza 33..,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
997,Even my Indian friend couldn't believe how good and tasty everything was.,food,positive,1,1,which category in the text is positive,food
998,"I'm from England, and Haru's was the best I had in NYC.",anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
999,Less = More in their case.,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
1000,Ruby Foo's is a tourist trap.,anecdotes/miscellaneous,negative,0,1,which category in the text is negative,anecdotes/miscellaneous
1001,I've been here a couple of times and have not been impressed.,anecdotes/miscellaneous,negative,0,1,which category in the text is negative,anecdotes/miscellaneous
1002,I've been many time and have never been disappointed.,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
1003,Ciao Bella,anecdotes/miscellaneous,neutral,2,1,which category in the text is neutral,anecdotes/miscellaneous
1004,like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,food,negative,0,1,which category in the text is negative,food
1005,like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,service,negative,0,1,which category in the text is negative,service
1006,The dim sum servings here are a bit larger than I'm used to.,food,neutral,2,1,which category in the text is neutral,food
1007,"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",service,neutral,2,1,which category in the text is neutral,service
1008,"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",ambience,negative,0,1,which category in the text is negative,ambience
1009,We won't go to this place again for a good meal.,food,negative,0,1,which category in the text is negative,food
1010,It's a much more grown up restaurant compared to the rest of the street.,ambience,neutral,2,1,which category in the text is neutral,ambience
1011,We were treated with attitude ever since the moment we stepped into the restaurant!,service,negative,0,1,which category in the text is negative,service
1012,"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.",ambience,positive,1,1,which category in the text is positive,ambience
1013,Taj Mahal offeres gret value and great food.,food,positive,1,1,which category in the text is positive,food
1014,Taj Mahal offeres gret value and great food.,price,positive,1,1,which category in the text is positive,price
1015,Has the chef and owner changed???,service,neutral,2,1,which category in the text is neutral,service
1016,My boyfriend and I recently had an early dinner at Artisanal and was satisfied with our experience.,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
1017,I absolutely Loved this place.,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
1018,I wish I lived there as I would eat at this place as often as possible!,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
1019,"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",food,negative,0,1,which category in the text is negative,food
1020,"Outstanding Bagels, but you get what you pay for.",food,positive,1,1,which category in the text is positive,food
1021,"Outstanding Bagels, but you get what you pay for.",price,negative,0,1,which category in the text is negative,price
1022,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",food,positive,1,1,which category in the text is positive,food
1023,"If you're in town, it's worth searching for another place.",anecdotes/miscellaneous,negative,0,1,which category in the text is negative,anecdotes/miscellaneous
1024,I have tried the various slice joints around the village but this is by far the best one.,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
1025,"I found it on a cold night, the perfect spot to warm up.",ambience,positive,1,1,which category in the text is positive,ambience
1026,They even have a section in the menu called American Chinese food!,food,negative,0,1,which category in the text is negative,food
1027,"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",food,positive,1,1,which category in the text is positive,food
1028,"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",service,positive,1,1,which category in the text is positive,service
1029,kalbi and nebbiolo do work together.,food,neutral,2,1,which category in the text is neutral,food
1030,"Best Italian food I ever had (and being Italian, that means alot).",food,positive,1,1,which category in the text is positive,food
1031,I will recommend Scopa to all of my friends for a place to go for wonderful Italian food.,food,positive,1,1,which category in the text is positive,food
1032,Located at the end of a magnificent block.,ambience,positive,1,1,which category in the text is positive,ambience
1033,"This restaurant is not worth the time, effort, or money to say the least.",price,negative,0,1,which category in the text is negative,price
1034,"This restaurant is not worth the time, effort, or money to say the least.",anecdotes/miscellaneous,negative,0,1,which category in the text is negative,anecdotes/miscellaneous
1035,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",ambience,positive,1,1,which category in the text is positive,ambience
1036,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",food,positive,1,1,which category in the text is positive,food
1037,Keep up the good work guys!,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
1038,Hurley's is terrific!,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
1039,They don't walk around with the trays of Dim Sum.,ambience,positive,1,1,which category in the text is positive,ambience
1040,Took my sister here before attending a show one evening.,anecdotes/miscellaneous,neutral,2,1,which category in the text is neutral,anecdotes/miscellaneous
1041,"Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).",service,positive,1,1,which category in the text is positive,service
1042,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,service,negative,0,1,which category in the text is negative,service
1043,Really.,anecdotes/miscellaneous,neutral,2,1,which category in the text is neutral,anecdotes/miscellaneous
1044,I really loved the different and inovated touch that's the cheff gives to the food.,food,positive,1,1,which category in the text is positive,food
1045,Our friends have not arrived yet.,anecdotes/miscellaneous,neutral,2,1,which category in the text is neutral,anecdotes/miscellaneous
1046,They came out over cooked and the cheese was almost non existant.,food,negative,0,1,which category in the text is negative,food
1047,"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",food,positive,1,1,which category in the text is positive,food
1048,"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",service,positive,1,1,which category in the text is positive,service
1049,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",service,negative,0,1,which category in the text is negative,service
1050,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
1051,"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic.",anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
1052,"The food is good, especially their more basic dishes, and the drinks are delicious.",food,positive,1,1,which category in the text is positive,food
1053,But the main hit was the whole grilled fish.,food,positive,1,1,which category in the text is positive,food
1054,"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",price,positive,1,1,which category in the text is positive,price
1055,On a hot day it was fabulous to stop in and enjoy lunch.,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
1056,The food is delicious and beautifully prepared along with the friendly and personable service.,food,positive,1,1,which category in the text is positive,food
1057,The food is delicious and beautifully prepared along with the friendly and personable service.,service,positive,1,1,which category in the text is positive,service
1058,I usually go there later at night when I get off work so I don't have to deal with crowds or lines.,anecdotes/miscellaneous,neutral,2,1,which category in the text is neutral,anecdotes/miscellaneous
1059,Pizza here is consistently good.,food,positive,1,1,which category in the text is positive,food
1060,We had a great tiem watching the shows and characters and ar food was just what we were looking for.,food,positive,1,1,which category in the text is positive,food
1061,We had a great tiem watching the shows and characters and ar food was just what we were looking for.,ambience,positive,1,1,which category in the text is positive,ambience
1062,"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",service,negative,0,1,which category in the text is negative,service
1063,Wouldn't recomend it for dinner!,anecdotes/miscellaneous,negative,0,1,which category in the text is negative,anecdotes/miscellaneous
1064,Sauce was watery and the food didn't have much flavor.,food,negative,0,1,which category in the text is negative,food
1065,My husband and I enjoy Sangria.,food,positive,1,1,which category in the text is positive,food
1066,"But after last night, Spice Grill is the only place I'm eating indian cuisine.",food,positive,1,1,which category in the text is positive,food
1067,We both opted for a pasta dish and they were served timely and fresh.,service,positive,1,1,which category in the text is positive,service
1068,We both opted for a pasta dish and they were served timely and fresh.,food,positive,1,1,which category in the text is positive,food
1069,"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",service,negative,0,1,which category in the text is negative,service
1070,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",food,positive,1,1,which category in the text is positive,food
1071,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",ambience,positive,1,1,which category in the text is positive,ambience
1072,"In an area sadly lacking in decent Thai food, this is one of the best spots.",food,positive,1,1,which category in the text is positive,food
1073,Tell them Herky sent you and get a free confused look from the waiter.,anecdotes/miscellaneous,neutral,2,1,which category in the text is neutral,anecdotes/miscellaneous
1074,The food was average or above including some surprising tasty dishes.,food,positive,1,1,which category in the text is positive,food
1075,They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,food,negative,0,1,which category in the text is negative,food
1076,Other apetizers and food,food,neutral,2,1,which category in the text is neutral,food
1077,The noodle and rices dishes taste great.,food,positive,1,1,which category in the text is positive,food
1078,The food's as good as ever.,food,positive,1,1,which category in the text is positive,food
1079,"The crust is thin, the ingredients are fresh and the staff is friendly.",food,positive,1,1,which category in the text is positive,food
1080,"The crust is thin, the ingredients are fresh and the staff is friendly.",service,positive,1,1,which category in the text is positive,service
1081,Your friends will thank you for introducing them to this gem!,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
1082,Also a little more expensive than your average bagel place.,price,negative,0,1,which category in the text is negative,price
1083,"the food was undercooked-the sauce watery, and the vegetables raw.",food,negative,0,1,which category in the text is negative,food
1084,And the fried clams had just enough kick to them to make 'em worth eating.,food,positive,1,1,which category in the text is positive,food
1085,The sauces used are also not that exciting.,food,negative,0,1,which category in the text is negative,food
1086,The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,food,positive,1,1,which category in the text is positive,food
1087,I absolutely love this place!!!,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
1088,The rice was poor quality and was cooked so badly it was hard.,food,negative,0,1,which category in the text is negative,food
1089,We had champagne and caviar and felt like princesses!,food,positive,1,1,which category in the text is positive,food
1090,The shrimp scampi was excellent and the antipasti were plentiful.,food,positive,1,1,which category in the text is positive,food
1091,I am surprised to say the least and find such practice not worth the effort.,anecdotes/miscellaneous,negative,0,1,which category in the text is negative,anecdotes/miscellaneous
1092,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",service,positive,1,1,which category in the text is positive,service
1093,"I got the $10 10-piece dim sum combo, every bite of which was great.",price,positive,1,1,which category in the text is positive,price
1094,"I got the $10 10-piece dim sum combo, every bite of which was great.",food,positive,1,1,which category in the text is positive,food
1095,There are other Vietnamese restaurants in the chinatown area and you can forget about those.,anecdotes/miscellaneous,neutral,2,1,which category in the text is neutral,anecdotes/miscellaneous
1096,There is also very limited seating and there can be a substantial wait in getting food at peak times.,ambience,negative,0,1,which category in the text is negative,ambience
1097,There is also very limited seating and there can be a substantial wait in getting food at peak times.,service,negative,0,1,which category in the text is negative,service
1098,"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!",food,positive,1,1,which category in the text is positive,food
1099,No thanks!!!,anecdotes/miscellaneous,negative,0,1,which category in the text is negative,anecdotes/miscellaneous
1100,I would definently recommend this restaurant.,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
1101,The prices are wonderfully low.,price,positive,1,1,which category in the text is positive,price
1102,If you like spicy food get the chicken vindaloo.,food,positive,1,1,which category in the text is positive,food
1103,I lOVE THIS PLACE!,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
1104,I have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials.,food,positive,1,1,which category in the text is positive,food
1105,I have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials.,price,positive,1,1,which category in the text is positive,price
1106,"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",food,positive,1,1,which category in the text is positive,food
1107,"A big disappointment, all around.",anecdotes/miscellaneous,negative,0,1,which category in the text is negative,anecdotes/miscellaneous
1108,And its absolutely DELICIOUS.,food,positive,1,1,which category in the text is positive,food
1109,No free drink.,price,negative,0,1,which category in the text is negative,price
1110,This is my first time writing a review for a restaurant because the food and service was excellent.,food,positive,1,1,which category in the text is positive,food
1111,This is my first time writing a review for a restaurant because the food and service was excellent.,service,positive,1,1,which category in the text is positive,service
1112,This is my first time writing a review for a restaurant because the food and service was excellent.,anecdotes/miscellaneous,positive,1,1,which category in the text is positive,anecdotes/miscellaneous
1113,Definitely Highly NOT recommended.,anecdotes/miscellaneous,negative,0,1,which category in the text is negative,anecdotes/miscellaneous
1114,"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.",food,positive,1,1,which category in the text is positive,food
1115,"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.",price,positive,1,1,which category in the text is positive,price
1116,I had a huge group for my birthday and we were well taken care of.,service,positive,1,1,which category in the text is positive,service
1117,The two star chefs left quite some time ago to open their own place.,anecdotes/miscellaneous,neutral,2,1,which category in the text is neutral,anecdotes/miscellaneous
1118,Don't waste money on decor.,ambience,positive,1,1,which category in the text is positive,ambience
1119,They also have a back garden open in the summer - cute and French with outdoor seating - what more could you ask for?,ambience,positive,1,1,which category in the text is positive,ambience
