,text,term,polarity,polarity_id,label
1405,Go to Volare for 1st class service and terrific food.,food,positive,1,1
1406,"It's super-trendy and there's always someone to take that empty seat, so it seems that customer service has been deemed not of the essence.",service,positive,1,1
1407,"It's super-trendy and there's always someone to take that empty seat, so it seems that customer service has been deemed not of the essence.",seat,neutral,2,1
1408,Dinner took almost 4 hours without any lag time.,Dinner,negative,0,1
1409,The people in the restaurant were pretty obnoxious and loud.,people,negative,0,1
1410,"The sandwiches are dry, tasteless and way overpriced.",sandwiches,negative,0,1
1411,Price no more than a Jersey deli but way better.,Price,positive,1,1
1412,The fried rice is really good too.,fried rice,positive,1,1
1413,We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.,staff,positive,1,1
1414,We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.,manager,positive,1,1
1415,We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.,menu selections,positive,1,1
1416,Made my dining experience uncomfortable.,dining experience,negative,0,1
1417,"still stay away, the table next to us walked out after my table and aanother were serves eventhough they were there much longer...",serves,negative,0,1
1418,I was with a party of 7 (close but not next the the front doors) and we were eating with our coats on.,front doors,neutral,2,1
1419,"A very inviting restaurant, with friendly service.",service,positive,1,1
1420,"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",back garden sitting area,positive,1,1
1421,"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",personal herb garden,positive,1,1
1422,"Good French restaurant in an area devoid of decent restaurants unless you're into eating 4 pound pastrami sandwiches at Katz' Deli, or Mexican food which is supplied by capable restaurants.",pastrami sandwiches,neutral,2,1
1423,"Good French restaurant in an area devoid of decent restaurants unless you're into eating 4 pound pastrami sandwiches at Katz' Deli, or Mexican food which is supplied by capable restaurants.",Mexican food,neutral,2,1
1424,The drinks are always welll made and wine selection is fairly priced.,drinks,positive,1,1
1425,The drinks are always welll made and wine selection is fairly priced.,wine selection,neutral,2,1
1426,The drinks are always welll made and wine selection is fairly priced.,priced,positive,1,1
1427,We also had shared a house salad that was fresh.,house salad,positive,1,1
1428,The ceiling is amazing!,ceiling,positive,1,1
1429,And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.,check,neutral,2,1
1430,And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.,table,neutral,2,1
1431,And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.,glass of water,neutral,2,1
1432,Not a small feat for good french food in the area.,french food,positive,1,1
1433,"The space is a bit too small for live music, so on  jazz nights, it can be loud and cramped.",live music,neutral,2,1
1434,"The space is a bit too small for live music, so on  jazz nights, it can be loud and cramped.",space,negative,0,1
1435,"The space is a bit too small for live music, so on  jazz nights, it can be loud and cramped.",jazz nights,neutral,2,1
1436,Food was average but tasty.,Food,positive,1,1
1437,Big Wong gets big Ups for a fine establishment.,establishment,positive,1,1
1438,"The entree was bland and small, dessert was not inspired.",entree,negative,0,1
1439,"The entree was bland and small, dessert was not inspired.",dessert,negative,0,1
1440,The staff was the friendliest that have seen in New York.,staff,positive,1,1
1441,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",food,neutral,2,1
1442,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",lemon salad,negative,0,1
1443,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",pepper,negative,0,1
1444,"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.",places,negative,0,1
1445,"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.",thai food,neutral,2,1
1446,Delicious food at a great price but do not go here on a cold day and sit by the front door.,food,positive,1,1
1447,Delicious food at a great price but do not go here on a cold day and sit by the front door.,price,positive,1,1
1448,Delicious food at a great price but do not go here on a cold day and sit by the front door.,front door,neutral,2,1
1449,"my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).",Guizhou chicken,positive,1,1
1450,"my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).",fish with hot bean source,positive,1,1
1451,"my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).",fish fillet in spicy source,positive,1,1
1452,"my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).",special menu,positive,1,1
1453,"Overall, I'm still impressed that the place even exists and the prices are quite decent but then again, its Chinatown.",prices,positive,1,1
1454,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.",open kitchen,positive,1,1
1455,Pizza was a little soggy.,Pizza,negative,0,1
1456,"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",food,positive,1,1
1457,"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",bhelpuri,positive,1,1
1458,"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",sevpuri,positive,1,1
1459,"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",samosa chaats,positive,1,1
1460,"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",indian appetizers,positive,1,1
1461,"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",bombay style chaat,positive,1,1
1462,The Singapore Mai Fun had NO curry flavor whatsoever.,Singapore Mai Fun,negative,0,1
1463,The Singapore Mai Fun had NO curry flavor whatsoever.,curry flavor,negative,0,1
1464,The only problem is that the manager is a complete incompetent.,manager,negative,0,1
1465,The wine list is interesting and has many good values.,wine list,positive,1,1
1466,I'm still mad that i had to pay for lousy food.,food,negative,0,1
1467,This restaurant used to be our regular Thursday night dinner location.,dinner location,neutral,2,1
1468,Definite go if you're used to good Indian restaurant food from abroad.,Indian restaurant food,positive,1,1
1469,"THR AT MOSHPHERE IS COMPACT, MODERN, YET COZY.",AT MOSHPHERE,positive,1,1
1470,"By far, the best pizza in Manhattan.",pizza,positive,1,1
1471,"Decent Thai food in cute - though a bit dank - little Nolita hangout, BUT service terrible.",Thai food,positive,1,1
1472,"Decent Thai food in cute - though a bit dank - little Nolita hangout, BUT service terrible.",service,negative,0,1
1473,The waiter actually poured water on my hand and walked away.,waiter,negative,0,1
1474,The waiter actually poured water on my hand and walked away.,water,neutral,2,1
1475,"The food is mostly made from scratch, fresh and well prepared.",food,positive,1,1
1476,"Worse of all, $60 was erroneously added to our $80 bill.",bill,negative,0,1
1477,"NO more reservations, expensive tips and annoying stuff.",reservations,positive,1,1
1478,"NO more reservations, expensive tips and annoying stuff.",tips,positive,1,1
1479,"NO more reservations, expensive tips and annoying stuff.",stuff,positive,1,1
1480,Try the sea bass.,sea bass,positive,1,1
1481,$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,sushi,positive,1,1
1482,$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,sushi places,positive,1,1
1483,$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,quality,positive,1,1
1484,Sushi wasn't anything spectacular for the price.,Sushi,neutral,2,1
1485,Sushi wasn't anything spectacular for the price.,price,negative,0,1
1486,"During our meal, the management came over and checked on us and even bought us a round of drinks.",management,positive,1,1
1487,"During our meal, the management came over and checked on us and even bought us a round of drinks.",meal,neutral,2,1
1488,"During our meal, the management came over and checked on us and even bought us a round of drinks.",round of drinks,neutral,2,1
1489,"But they don't have a toaster, which is strange.",toaster,negative,0,1
1490,"So, for good food i'd recommend it, but not for a fun night out.",food,positive,1,1
1491,The menu choices are similar but the taste lacked more flavor than it looked.,taste,negative,0,1
1492,The menu choices are similar but the taste lacked more flavor than it looked.,menu choices,neutral,2,1
1493,The menu choices are similar but the taste lacked more flavor than it looked.,flavor,negative,0,1
1494,A must for all the Dosa lovers.,Dosa,positive,1,1
1495,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",portions,positive,1,1
1496,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",appetizer,neutral,2,1
1497,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",entree,neutral,2,1
1498,The appetizers are just OK and the main courses were decidedly subpar.,appetizers,neutral,2,1
1499,The appetizers are just OK and the main courses were decidedly subpar.,main courses,negative,0,1
1500,Someone else recommended the dessert - we also left that.,dessert,negative,0,1
1501,The exotic food is beautifully presented and is a delight in delicious combinations.,exotic food,positive,1,1
1502,The staff is very attentive and we can almost always get a table.,staff,positive,1,1
1503,The staff is very attentive and we can almost always get a table.,table,positive,1,1
1504,"Try the mediterranean salad, it is a true experience for your taste buds!!",mediterranean salad,positive,1,1
1505,People are always friendly.,People,positive,1,1
1506,The cream cheeses are out of this world and I love that coffee!!,cream cheeses,positive,1,1
1507,The cream cheeses are out of this world and I love that coffee!!,coffee,positive,1,1
1508,"From the entrees to the sides to the drinks, everything was creatively prepared yet still simple.",entrees,positive,1,1
1509,"From the entrees to the sides to the drinks, everything was creatively prepared yet still simple.",sides,positive,1,1
1510,"From the entrees to the sides to the drinks, everything was creatively prepared yet still simple.",drinks,positive,1,1
1511,Service was prompt and courteous.,Service,positive,1,1
1512,It was not above ordinary and the beef version had cheap (undercooked) beef.,beef version,negative,0,1
1513,It was not above ordinary and the beef version had cheap (undercooked) beef.,beef,negative,0,1
1514,"Chance is a small cozy restaurant, with a romantic feel to it, the decor is great.",decor,positive,1,1
1515,"It was nice and fresh, but I can't give it high scores on being authentic thai.",thai,negative,0,1
1516,"Got club soda, filled with ice, no lime.","club soda, filled with ice, no lime",neutral,2,1
1517,"Only wine and beer are served, but the house varities are actually quite good.",wine,neutral,2,1
1518,"Only wine and beer are served, but the house varities are actually quite good.",beer,neutral,2,1
1519,"Only wine and beer are served, but the house varities are actually quite good.",house varities,positive,1,1
1520,"Only wine and beer are served, but the house varities are actually quite good.",served,negative,0,1
1521,This place must have cost the owners afortune to build.,owners,neutral,2,1
1522,This place must have cost the owners afortune to build.,cost,negative,0,1
1523,"Oh, and the complimentary pudding dessert was just enough- yummy!",pudding dessert,positive,1,1
1524,we split a tasty vegetable samosa and the malai tikka wrap.,vegetable samosa,positive,1,1
1525,we split a tasty vegetable samosa and the malai tikka wrap.,malai tikka wrap,positive,1,1
1526,Knowledge of the chef and the waitress are below average.,chef,negative,0,1
1527,Knowledge of the chef and the waitress are below average.,waitress,negative,0,1
1528,We were walking around the village and went into this place just for some drinks.,drinks,neutral,2,1
1529,Decent wine selection too.,wine selection,positive,1,1
1530,"It saves walking in and waiting for a table in the often noisy, crowded bar at dinnertime.",bar,negative,0,1
1531,"It saves walking in and waiting for a table in the often noisy, crowded bar at dinnertime.",waiting,negative,0,1
1532,"It saves walking in and waiting for a table in the often noisy, crowded bar at dinnertime.",table,negative,0,1
1533,I have to say I have never had a disapointing meal here.,meal,positive,1,1
1534,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,goat cheese,positive,1,1
1535,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,panchetta,positive,1,1
1536,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,raddichio,negative,0,1
1537,"Disappointing food, lousy service.",food,negative,0,1
1538,"Disappointing food, lousy service.",service,negative,0,1
1539,"If you want a casual neighborhood bistro that has great food and excellent service, this is the place.",food,positive,1,1
1540,"If you want a casual neighborhood bistro that has great food and excellent service, this is the place.",service,positive,1,1
1541,great place to go for a drink too because they have 100 kinds of beer.,kinds of beer,positive,1,1
1542,great place to go for a drink too because they have 100 kinds of beer.,drink,neutral,2,1
1543,"Over price, and small portions .",price,negative,0,1
1544,"Over price, and small portions .",portions,negative,0,1
1545,"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.",bartender,positive,1,1
1546,"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.",champagne,neutral,2,1
1547,"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.",turnip soup with pureed basil,positive,1,1
1548,The food was well prepared and the service impecable.,food,positive,1,1
1549,The food was well prepared and the service impecable.,service,positive,1,1
1550,"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.",dish,positive,1,1
1551,"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.",Thai spiced curry noodles with shrimp,positive,1,1
1552,"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.",dish,positive,1,1
1553,"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.",cost,positive,1,1
1554,"Good, dark atmosphere and the music is a nice touch.",atmosphere,positive,1,1
1555,"Good, dark atmosphere and the music is a nice touch.",music,positive,1,1
1556,"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.",portions,negative,0,1
1557,"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.",portion,positive,1,1
1558,"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.",main course,negative,0,1
1559,But the thai is definitely not great -- bland and indistinguished.,thai,negative,0,1
1560,"Great for groups, great for a date, great for early brunch or a nightcap.",brunch,positive,1,1
1561,"Great for groups, great for a date, great for early brunch or a nightcap.",nightcap,positive,1,1
1562,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,food suggestions,positive,1,1
1563,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,server,positive,1,1
1564,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,sommelier,positive,1,1
1565,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,fromager,positive,1,1
1566,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,wine,neutral,2,1
1567,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,cheese,neutral,2,1
1568,"Because we didn't have a reservation, we could only sit in the back garden, but it was great, secluded and perfect in nice weather.",back garden,positive,1,1
1569,"Because we didn't have a reservation, we could only sit in the back garden, but it was great, secluded and perfect in nice weather.",reservation,negative,0,1
1570,Stuffing yourself with Japanese food is a rare thing.,Japanese food,neutral,2,1
1571,While the food was good (certainly no Il Mulino) the service was horrendous.,food,positive,1,1
1572,While the food was good (certainly no Il Mulino) the service was horrendous.,service,negative,0,1
1573,Service is not what one would expect from a joint in this price category.,Service,negative,0,1
1574,Service is not what one would expect from a joint in this price category.,price category,negative,0,1
1575,Our family never expected such incredible entertainment in a restaurant.,entertainment,positive,1,1
1576,i would recommend reservations on weekends though.,reservations,neutral,2,1
1577,Great pizza for lunch place.,pizza,positive,1,1
1578,The food was very expensive (we spent $160 for lunch for two) but extremely tasty.,lunch,negative,0,1
1579,We were a group of 8 and well seved.,seved,positive,1,1
1580,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",signs,positive,1,1
1581,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",specials menus,positive,1,1
1582,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",food,positive,1,1
1583,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",waitstaff,positive,1,1
1584,"I LOVE their spicy scallop roll, and my boyfriend consistently gets the sesame chicken.",scallop roll,positive,1,1
1585,"I LOVE their spicy scallop roll, and my boyfriend consistently gets the sesame chicken.",sesame chicken,positive,1,1
1586,"I'm no food critic, but I'd like to think I have a tiny bit of experience under my belt having lived in NY for the last 11 years.",food,neutral,2,1
1587,I noted it was crossed off on the bill.,bill,neutral,2,1
1588,Best dish is nori-wrapped tuna.,nori-wrapped tuna,positive,1,1
1589,Best dish is nori-wrapped tuna.,dish,positive,1,1
1590,The food was absolutely amazing!!,food,positive,1,1
1591,Some servers make you feel like they are doing you a favor to bring you the food.,servers,negative,0,1
1592,Some servers make you feel like they are doing you a favor to bring you the food.,food,neutral,2,1
1593,"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",fast food,negative,0,1
1594,"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",food,negative,0,1
1595,Mermaid Inn is an overall good restaurant with really good seafood.,seafood,positive,1,1
1596,The staff is also attentive and friendly.,staff,positive,1,1
1597,The all you can eat deal is truly amazing here.,all you can eat deal,positive,1,1
1598,"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",dish,negative,0,1
1599,"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",taste,neutral,2,1
1600,"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",dishes,negative,0,1
1601,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,meat patties in steamed buns,negative,0,1
1602,All of the pizzas are terrific and the price is even better!,pizzas,positive,1,1
1603,All of the pizzas are terrific and the price is even better!,price,positive,1,1
1604,"It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.",FOOD,negative,0,1
1605,"It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.",Ambiance,negative,0,1
1606,The food was good too.,food,positive,1,1
1607,"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",waiter,negative,0,1
1608,The dining room is quietly elegant with no music to shout over -- how refreshing!,dining room,positive,1,1
1609,The dining room is quietly elegant with no music to shout over -- how refreshing!,music,positive,1,1
1610,"Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.",sushi,positive,1,1
1611,"Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.",fish,neutral,2,1
1612,The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,menu,positive,1,1
1613,The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,variety of dishes,positive,1,1
1614,The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,seafood,positive,1,1
1615,The white bean brushetta to start was incredible and the pasta was phenomenal.,white bean brushetta,positive,1,1
1616,The white bean brushetta to start was incredible and the pasta was phenomenal.,pasta,positive,1,1
1617,The rest of the menu is limited by everything is good eats.,eats,positive,1,1
1618,The menu is nothing like the one on the website.,menu,negative,0,1
1619,"Great food, great lay out and awesome service.",food,positive,1,1
1620,"Great food, great lay out and awesome service.",lay out,positive,1,1
1621,"Great food, great lay out and awesome service.",service,positive,1,1
1622,Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,cart attendant,negative,0,1
1623,Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,lotus leaf wrapped rice,neutral,2,1
1624,Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,rice,neutral,2,1
1625,We walked in on a Wednesday night and were seated promptly.,seated,positive,1,1
1626,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",wait staff,positive,1,1
1627,"The waitstaff are all very busy, it's not outstanding service, but I've never been dealt with rudely.",waitstaff,negative,0,1
1628,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,food,positive,1,1
1629,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,feel,positive,1,1
1630,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,taste,positive,1,1
1631,"They have it all -- great price, food, and service.",price,positive,1,1
1632,"They have it all -- great price, food, and service.",food,positive,1,1
1633,"They have it all -- great price, food, and service.",service,positive,1,1
1634,"The flavors are great, and the menu is extensive.",flavors,positive,1,1
1635,"The flavors are great, and the menu is extensive.",menu,positive,1,1
1636,"The food was amazing, the service was so attentive and personable, and how about that ambience!",food,positive,1,1
1637,"The food was amazing, the service was so attentive and personable, and how about that ambience!",service,positive,1,1
1638,"The food was amazing, the service was so attentive and personable, and how about that ambience!",ambience,positive,1,1
1639,"This place has the best interior I have seen anywhere in the northside of W'burg, and will impress whoever you bring there.",interior,positive,1,1
1640,"This place has the best interior I have seen anywhere in the northside of W'burg, and will impress whoever you bring there.",place,positive,1,1
1641,The food has been consistant for years and it never lets you down.,food,positive,1,1
1642,I found the variety of the sashimi plate to be satisfying - fresh and yummy.,sashimi plate,positive,1,1
1643,"And forget what you read under me, the atmosphere isn't that bad either.",atmosphere,neutral,2,1
1644,"We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.",waitress,negative,0,1
1645,"We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.",servants,negative,0,1
1646,sometimes i get good food and ok service.,food,positive,1,1
1647,sometimes i get good food and ok service.,service,neutral,2,1
1648,"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",food,neutral,2,1
1649,"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",noise,negative,0,1
1650,"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",chicken dish,negative,0,1
1651,"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",manager,negative,0,1
1652,"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",dish,neutral,2,1
1653,The food was spicy and delicious.,food,positive,1,1
1654,Went for a late weekday lunch.,lunch,neutral,2,1
1655,Bartender was unable to tear himself away from friends at bar.,Bartender,negative,0,1
1656,Bartender was unable to tear himself away from friends at bar.,bar,neutral,2,1
1657,"Anyways, if you're in the neighborhood to eat good food, I wouldn't waste my time trying to find something, rather go across the street to Tamari.",food,positive,1,1
1658,Dahkin also offers prix fixe lunch and buffet.,prix fixe lunch,positive,1,1
1659,Dahkin also offers prix fixe lunch and buffet.,buffet,positive,1,1
1660,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,food,positive,1,1
1661,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,service,positive,1,1
1662,Went on a double date with friend and his girlfriend for a few drinks and appetizers.,drinks,neutral,2,1
1663,Went on a double date with friend and his girlfriend for a few drinks and appetizers.,appetizers,neutral,2,1
1664,Great place to grab a hot bagel on the way to work.,hot bagel,positive,1,1
1665,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",chicken,negative,0,1
1666,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",oil,neutral,2,1
1667,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",pepper powder,neutral,2,1
1668,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",sauce,negative,0,1
1669,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",waiter,negative,0,1
1670,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",drinks,neutral,2,1
1671,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",food,neutral,2,1
1672,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",service,neutral,2,1
1673,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",tip,negative,0,1
1674,We were looking forward to nice glass of Sangria when we arrived.,glass of Sangria,positive,1,1
1675,I would highly recommand requesting a table by the window.,table by the window,positive,1,1
1676,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",food,positive,1,1
1677,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",service,negative,0,1
1678,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",waiter,negative,0,1
1679,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",service,negative,0,1
1680,"The service, however, was a bright flower in a garden.",service,positive,1,1
1681,We've been to Grocery three times and not once has an item on the menu disappointed.,menu,positive,1,1
1682,"The food is very good too but for the most part, it's just regular food, nothing special.",food,positive,1,1
1683,"The food is very good too but for the most part, it's just regular food, nothing special.",food,neutral,2,1
1684,A touch more jalapeno heat for contrast and it would have been very good indeed.,jalapeno,positive,1,1
1685,Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,pad see ew,neutral,2,1
1686,Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,dishes,positive,1,1
1687,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",back patio,positive,1,1
1688,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",music,positive,1,1
1689,The location is perfect.,location,positive,1,1
1690,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",Guacamole+shrimp appetizer,positive,1,1
1691,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",filet,positive,1,1
1692,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",frites,negative,0,1
1693,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",filet,positive,1,1
1694,The lunch special is an asbolute steal.,lunch special,positive,1,1
1695,This food is asian-air fusion.,food,neutral,2,1
1696,Nothing fancy but really good food with pretty reasonable price.,food,positive,1,1
1697,Nothing fancy but really good food with pretty reasonable price.,price,positive,1,1
1698,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",The chicken pot pie,positive,1,1
1699,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",cheeseburger,positive,1,1
1700,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",service,positive,1,1
1701,"While I quite liked the food and the ambience, I'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window.",food,positive,1,1
1702,"While I quite liked the food and the ambience, I'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window.",ambience,positive,1,1
1703,Once for dinner and once for brunch.,dinner,neutral,2,1
1704,Once for dinner and once for brunch.,brunch,neutral,2,1
1705,Not worth the prices.,prices,negative,0,1
1706,From the moment you enter till the moment you walk out the friendly and helpful staff was was just Fantastic.,staff,positive,1,1
1707,Service was good and food is wonderful.,Service,positive,1,1
1708,Service was good and food is wonderful.,food,positive,1,1
1709,She gets 10 for her excellent service and advice.,service,positive,1,1
1710,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,meal,positive,1,1
1711,"being a fan of spicy ethnic foods, indian included, i made friends with this place long ago.",spicy ethnic foods,positive,1,1
1712,And I say snacking because it really is not set up to be a proper dinner.,dinner,negative,0,1
1713,And I say snacking because it really is not set up to be a proper dinner.,snacking,neutral,2,1
