,Unnamed: 0,text,term,polarity,polarity_id,label,question,answer
1396,1396,"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.",waitresses,positive,1,1,what is the sentiment of waitresses,The sentiment is positive
1397,1397,"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.",price,positive,1,1,what is the sentiment of price,The sentiment is positive
1398,1398,"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.",service,positive,1,1,what is the sentiment of service,The sentiment is positive
1399,1399,"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.",menu,neutral,2,1,what is the sentiment of menu,The sentiment is neutral
1400,1400,"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.",food,neutral,2,1,what is the sentiment of food,The sentiment is neutral
1401,1401,I've been to several places for Dim Sum and this has got to be the WORST.,Dim Sum,negative,0,1,what is the sentiment of Dim Sum,The sentiment is negative
1402,1402,"The freshest, best variety, and the fastest delivery.",variety,positive,1,1,what is the sentiment of variety,The sentiment is positive
1403,1403,"The freshest, best variety, and the fastest delivery.",delivery,positive,1,1,what is the sentiment of delivery,The sentiment is positive
1404,1404,Go to Volare for 1st class service and terrific food.,service,positive,1,1,what is the sentiment of service,The sentiment is positive
1405,1405,Go to Volare for 1st class service and terrific food.,food,positive,1,1,what is the sentiment of food,The sentiment is positive
1406,1406,"It's super-trendy and there's always someone to take that empty seat, so it seems that customer service has been deemed not of the essence.",service,positive,1,1,what is the sentiment of service,The sentiment is positive
1407,1407,"It's super-trendy and there's always someone to take that empty seat, so it seems that customer service has been deemed not of the essence.",seat,neutral,2,1,what is the sentiment of seat,The sentiment is neutral
1408,1408,Dinner took almost 4 hours without any lag time.,Dinner,negative,0,1,what is the sentiment of Dinner,The sentiment is negative
1409,1409,The people in the restaurant were pretty obnoxious and loud.,people,negative,0,1,what is the sentiment of people,The sentiment is negative
1410,1410,"The sandwiches are dry, tasteless and way overpriced.",sandwiches,negative,0,1,what is the sentiment of sandwiches,The sentiment is negative
1411,1411,Price no more than a Jersey deli but way better.,Price,positive,1,1,what is the sentiment of Price,The sentiment is positive
1412,1412,The fried rice is really good too.,fried rice,positive,1,1,what is the sentiment of fried rice,The sentiment is positive
1413,1413,We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.,staff,positive,1,1,what is the sentiment of staff,The sentiment is positive
1414,1414,We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.,manager,positive,1,1,what is the sentiment of manager,The sentiment is positive
1415,1415,We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.,menu selections,positive,1,1,what is the sentiment of menu selections,The sentiment is positive
1416,1416,Made my dining experience uncomfortable.,dining experience,negative,0,1,what is the sentiment of dining experience,The sentiment is negative
1417,1417,"still stay away, the table next to us walked out after my table and aanother were serves eventhough they were there much longer...",serves,negative,0,1,what is the sentiment of serves,The sentiment is negative
1418,1418,I was with a party of 7 (close but not next the the front doors) and we were eating with our coats on.,front doors,neutral,2,1,what is the sentiment of front doors,The sentiment is neutral
1419,1419,"A very inviting restaurant, with friendly service.",service,positive,1,1,what is the sentiment of service,The sentiment is positive
1420,1420,"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",back garden sitting area,positive,1,1,what is the sentiment of back garden sitting area,The sentiment is positive
1421,1421,"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",personal herb garden,positive,1,1,what is the sentiment of personal herb garden,The sentiment is positive
1422,1422,"Good French restaurant in an area devoid of decent restaurants unless you're into eating 4 pound pastrami sandwiches at Katz' Deli, or Mexican food which is supplied by capable restaurants.",pastrami sandwiches,neutral,2,1,what is the sentiment of pastrami sandwiches,The sentiment is neutral
1423,1423,"Good French restaurant in an area devoid of decent restaurants unless you're into eating 4 pound pastrami sandwiches at Katz' Deli, or Mexican food which is supplied by capable restaurants.",Mexican food,neutral,2,1,what is the sentiment of Mexican food,The sentiment is neutral
1424,1424,The drinks are always welll made and wine selection is fairly priced.,drinks,positive,1,1,what is the sentiment of drinks,The sentiment is positive
1425,1425,The drinks are always welll made and wine selection is fairly priced.,wine selection,neutral,2,1,what is the sentiment of wine selection,The sentiment is neutral
1426,1426,The drinks are always welll made and wine selection is fairly priced.,priced,positive,1,1,what is the sentiment of priced,The sentiment is positive
1427,1427,We also had shared a house salad that was fresh.,house salad,positive,1,1,what is the sentiment of house salad,The sentiment is positive
1428,1428,The ceiling is amazing!,ceiling,positive,1,1,what is the sentiment of ceiling,The sentiment is positive
1429,1429,And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.,check,neutral,2,1,what is the sentiment of check,The sentiment is neutral
1430,1430,And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.,table,neutral,2,1,what is the sentiment of table,The sentiment is neutral
1431,1431,And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.,glass of water,neutral,2,1,what is the sentiment of glass of water,The sentiment is neutral
1432,1432,Not a small feat for good french food in the area.,french food,positive,1,1,what is the sentiment of french food,The sentiment is positive
1433,1433,"The space is a bit too small for live music, so on  jazz nights, it can be loud and cramped.",live music,neutral,2,1,what is the sentiment of live music,The sentiment is neutral
1434,1434,"The space is a bit too small for live music, so on  jazz nights, it can be loud and cramped.",space,negative,0,1,what is the sentiment of space,The sentiment is negative
1435,1435,"The space is a bit too small for live music, so on  jazz nights, it can be loud and cramped.",jazz nights,neutral,2,1,what is the sentiment of jazz nights,The sentiment is neutral
1436,1436,Food was average but tasty.,Food,positive,1,1,what is the sentiment of Food,The sentiment is positive
1437,1437,Big Wong gets big Ups for a fine establishment.,establishment,positive,1,1,what is the sentiment of establishment,The sentiment is positive
1438,1438,"The entree was bland and small, dessert was not inspired.",entree,negative,0,1,what is the sentiment of entree,The sentiment is negative
1439,1439,"The entree was bland and small, dessert was not inspired.",dessert,negative,0,1,what is the sentiment of dessert,The sentiment is negative
1440,1440,The staff was the friendliest that have seen in New York.,staff,positive,1,1,what is the sentiment of staff,The sentiment is positive
1441,1441,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",food,neutral,2,1,what is the sentiment of food,The sentiment is neutral
1442,1442,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",lemon salad,negative,0,1,what is the sentiment of lemon salad,The sentiment is negative
1443,1443,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",pepper,negative,0,1,what is the sentiment of pepper,The sentiment is negative
1444,1444,"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.",places,negative,0,1,what is the sentiment of places,The sentiment is negative
1445,1445,"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.",thai food,neutral,2,1,what is the sentiment of thai food,The sentiment is neutral
1446,1446,Delicious food at a great price but do not go here on a cold day and sit by the front door.,food,positive,1,1,what is the sentiment of food,The sentiment is positive
1447,1447,Delicious food at a great price but do not go here on a cold day and sit by the front door.,price,positive,1,1,what is the sentiment of price,The sentiment is positive
1448,1448,Delicious food at a great price but do not go here on a cold day and sit by the front door.,front door,neutral,2,1,what is the sentiment of front door,The sentiment is neutral
1449,1449,"my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).",Guizhou chicken,positive,1,1,what is the sentiment of Guizhou chicken,The sentiment is positive
1450,1450,"my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).",fish with hot bean source,positive,1,1,what is the sentiment of fish with hot bean source,The sentiment is positive
1451,1451,"my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).",fish fillet in spicy source,positive,1,1,what is the sentiment of fish fillet in spicy source,The sentiment is positive
1452,1452,"my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).",special menu,positive,1,1,what is the sentiment of special menu,The sentiment is positive
1453,1453,"Overall, I'm still impressed that the place even exists and the prices are quite decent but then again, its Chinatown.",prices,positive,1,1,what is the sentiment of prices,The sentiment is positive
1454,1454,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.",open kitchen,positive,1,1,what is the sentiment of open kitchen,The sentiment is positive
1455,1455,Pizza was a little soggy.,Pizza,negative,0,1,what is the sentiment of Pizza,The sentiment is negative
1456,1456,"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",food,positive,1,1,what is the sentiment of food,The sentiment is positive
1457,1457,"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",bhelpuri,positive,1,1,what is the sentiment of bhelpuri,The sentiment is positive
1458,1458,"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",sevpuri,positive,1,1,what is the sentiment of sevpuri,The sentiment is positive
1459,1459,"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",samosa chaats,positive,1,1,what is the sentiment of samosa chaats,The sentiment is positive
1460,1460,"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",indian appetizers,positive,1,1,what is the sentiment of indian appetizers,The sentiment is positive
1461,1461,"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",bombay style chaat,positive,1,1,what is the sentiment of bombay style chaat,The sentiment is positive
1462,1462,The Singapore Mai Fun had NO curry flavor whatsoever.,Singapore Mai Fun,negative,0,1,what is the sentiment of Singapore Mai Fun,The sentiment is negative
1463,1463,The Singapore Mai Fun had NO curry flavor whatsoever.,curry flavor,negative,0,1,what is the sentiment of curry flavor,The sentiment is negative
1464,1464,The only problem is that the manager is a complete incompetent.,manager,negative,0,1,what is the sentiment of manager,The sentiment is negative
1465,1465,The wine list is interesting and has many good values.,wine list,positive,1,1,what is the sentiment of wine list,The sentiment is positive
1466,1466,I'm still mad that i had to pay for lousy food.,food,negative,0,1,what is the sentiment of food,The sentiment is negative
1467,1467,This restaurant used to be our regular Thursday night dinner location.,dinner location,neutral,2,1,what is the sentiment of dinner location,The sentiment is neutral
1468,1468,Definite go if you're used to good Indian restaurant food from abroad.,Indian restaurant food,positive,1,1,what is the sentiment of Indian restaurant food,The sentiment is positive
1469,1469,"THR AT MOSHPHERE IS COMPACT, MODERN, YET COZY.",AT MOSHPHERE,positive,1,1,what is the sentiment of AT MOSHPHERE,The sentiment is positive
1470,1470,"By far, the best pizza in Manhattan.",pizza,positive,1,1,what is the sentiment of pizza,The sentiment is positive
1471,1471,"Decent Thai food in cute - though a bit dank - little Nolita hangout, BUT service terrible.",Thai food,positive,1,1,what is the sentiment of Thai food,The sentiment is positive
1472,1472,"Decent Thai food in cute - though a bit dank - little Nolita hangout, BUT service terrible.",service,negative,0,1,what is the sentiment of service,The sentiment is negative
1473,1473,The waiter actually poured water on my hand and walked away.,waiter,negative,0,1,what is the sentiment of waiter,The sentiment is negative
1474,1474,The waiter actually poured water on my hand and walked away.,water,neutral,2,1,what is the sentiment of water,The sentiment is neutral
1475,1475,"The food is mostly made from scratch, fresh and well prepared.",food,positive,1,1,what is the sentiment of food,The sentiment is positive
1476,1476,"Worse of all, $60 was erroneously added to our $80 bill.",bill,negative,0,1,what is the sentiment of bill,The sentiment is negative
1477,1477,"NO more reservations, expensive tips and annoying stuff.",reservations,positive,1,1,what is the sentiment of reservations,The sentiment is positive
1478,1478,"NO more reservations, expensive tips and annoying stuff.",tips,positive,1,1,what is the sentiment of tips,The sentiment is positive
1479,1479,"NO more reservations, expensive tips and annoying stuff.",stuff,positive,1,1,what is the sentiment of stuff,The sentiment is positive
1480,1480,Try the sea bass.,sea bass,positive,1,1,what is the sentiment of sea bass,The sentiment is positive
1481,1481,$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,sushi,positive,1,1,what is the sentiment of sushi,The sentiment is positive
1482,1482,$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,sushi places,positive,1,1,what is the sentiment of sushi places,The sentiment is positive
1483,1483,$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,quality,positive,1,1,what is the sentiment of quality,The sentiment is positive
1484,1484,Sushi wasn't anything spectacular for the price.,Sushi,neutral,2,1,what is the sentiment of Sushi,The sentiment is neutral
1485,1485,Sushi wasn't anything spectacular for the price.,price,negative,0,1,what is the sentiment of price,The sentiment is negative
1486,1486,"During our meal, the management came over and checked on us and even bought us a round of drinks.",management,positive,1,1,what is the sentiment of management,The sentiment is positive
1487,1487,"During our meal, the management came over and checked on us and even bought us a round of drinks.",meal,neutral,2,1,what is the sentiment of meal,The sentiment is neutral
1488,1488,"During our meal, the management came over and checked on us and even bought us a round of drinks.",round of drinks,neutral,2,1,what is the sentiment of round of drinks,The sentiment is neutral
1489,1489,"But they don't have a toaster, which is strange.",toaster,negative,0,1,what is the sentiment of toaster,The sentiment is negative
1490,1490,"So, for good food i'd recommend it, but not for a fun night out.",food,positive,1,1,what is the sentiment of food,The sentiment is positive
1491,1491,The menu choices are similar but the taste lacked more flavor than it looked.,taste,negative,0,1,what is the sentiment of taste,The sentiment is negative
1492,1492,The menu choices are similar but the taste lacked more flavor than it looked.,menu choices,neutral,2,1,what is the sentiment of menu choices,The sentiment is neutral
1493,1493,The menu choices are similar but the taste lacked more flavor than it looked.,flavor,negative,0,1,what is the sentiment of flavor,The sentiment is negative
1494,1494,A must for all the Dosa lovers.,Dosa,positive,1,1,what is the sentiment of Dosa,The sentiment is positive
1495,1495,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",portions,positive,1,1,what is the sentiment of portions,The sentiment is positive
1496,1496,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",appetizer,neutral,2,1,what is the sentiment of appetizer,The sentiment is neutral
1497,1497,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",entree,neutral,2,1,what is the sentiment of entree,The sentiment is neutral
1498,1498,The appetizers are just OK and the main courses were decidedly subpar.,appetizers,neutral,2,1,what is the sentiment of appetizers,The sentiment is neutral
1499,1499,The appetizers are just OK and the main courses were decidedly subpar.,main courses,negative,0,1,what is the sentiment of main courses,The sentiment is negative
1500,1500,Someone else recommended the dessert - we also left that.,dessert,negative,0,1,what is the sentiment of dessert,The sentiment is negative
1501,1501,The exotic food is beautifully presented and is a delight in delicious combinations.,exotic food,positive,1,1,what is the sentiment of exotic food,The sentiment is positive
1502,1502,The staff is very attentive and we can almost always get a table.,staff,positive,1,1,what is the sentiment of staff,The sentiment is positive
1503,1503,The staff is very attentive and we can almost always get a table.,table,positive,1,1,what is the sentiment of table,The sentiment is positive
1504,1504,"Try the mediterranean salad, it is a true experience for your taste buds!!",mediterranean salad,positive,1,1,what is the sentiment of mediterranean salad,The sentiment is positive
1505,1505,People are always friendly.,People,positive,1,1,what is the sentiment of People,The sentiment is positive
1506,1506,The cream cheeses are out of this world and I love that coffee!!,cream cheeses,positive,1,1,what is the sentiment of cream cheeses,The sentiment is positive
1507,1507,The cream cheeses are out of this world and I love that coffee!!,coffee,positive,1,1,what is the sentiment of coffee,The sentiment is positive
1508,1508,"From the entrees to the sides to the drinks, everything was creatively prepared yet still simple.",entrees,positive,1,1,what is the sentiment of entrees,The sentiment is positive
1509,1509,"From the entrees to the sides to the drinks, everything was creatively prepared yet still simple.",sides,positive,1,1,what is the sentiment of sides,The sentiment is positive
1510,1510,"From the entrees to the sides to the drinks, everything was creatively prepared yet still simple.",drinks,positive,1,1,what is the sentiment of drinks,The sentiment is positive
1511,1511,Service was prompt and courteous.,Service,positive,1,1,what is the sentiment of Service,The sentiment is positive
1512,1512,It was not above ordinary and the beef version had cheap (undercooked) beef.,beef version,negative,0,1,what is the sentiment of beef version,The sentiment is negative
1513,1513,It was not above ordinary and the beef version had cheap (undercooked) beef.,beef,negative,0,1,what is the sentiment of beef,The sentiment is negative
1514,1514,"Chance is a small cozy restaurant, with a romantic feel to it, the decor is great.",decor,positive,1,1,what is the sentiment of decor,The sentiment is positive
1515,1515,"It was nice and fresh, but I can't give it high scores on being authentic thai.",thai,negative,0,1,what is the sentiment of thai,The sentiment is negative
1516,1516,"Got club soda, filled with ice, no lime.","club soda, filled with ice, no lime",neutral,2,1,"what is the sentiment of club soda, filled with ice, no lime",The sentiment is neutral
1517,1517,"Only wine and beer are served, but the house varities are actually quite good.",wine,neutral,2,1,what is the sentiment of wine,The sentiment is neutral
1518,1518,"Only wine and beer are served, but the house varities are actually quite good.",beer,neutral,2,1,what is the sentiment of beer,The sentiment is neutral
1519,1519,"Only wine and beer are served, but the house varities are actually quite good.",house varities,positive,1,1,what is the sentiment of house varities,The sentiment is positive
1520,1520,"Only wine and beer are served, but the house varities are actually quite good.",served,negative,0,1,what is the sentiment of served,The sentiment is negative
1521,1521,This place must have cost the owners afortune to build.,owners,neutral,2,1,what is the sentiment of owners,The sentiment is neutral
1522,1522,This place must have cost the owners afortune to build.,cost,negative,0,1,what is the sentiment of cost,The sentiment is negative
1523,1523,"Oh, and the complimentary pudding dessert was just enough- yummy!",pudding dessert,positive,1,1,what is the sentiment of pudding dessert,The sentiment is positive
1524,1524,we split a tasty vegetable samosa and the malai tikka wrap.,vegetable samosa,positive,1,1,what is the sentiment of vegetable samosa,The sentiment is positive
1525,1525,we split a tasty vegetable samosa and the malai tikka wrap.,malai tikka wrap,positive,1,1,what is the sentiment of malai tikka wrap,The sentiment is positive
1526,1526,Knowledge of the chef and the waitress are below average.,chef,negative,0,1,what is the sentiment of chef,The sentiment is negative
1527,1527,Knowledge of the chef and the waitress are below average.,waitress,negative,0,1,what is the sentiment of waitress,The sentiment is negative
1528,1528,We were walking around the village and went into this place just for some drinks.,drinks,neutral,2,1,what is the sentiment of drinks,The sentiment is neutral
1529,1529,Decent wine selection too.,wine selection,positive,1,1,what is the sentiment of wine selection,The sentiment is positive
1530,1530,"It saves walking in and waiting for a table in the often noisy, crowded bar at dinnertime.",bar,negative,0,1,what is the sentiment of bar,The sentiment is negative
1531,1531,"It saves walking in and waiting for a table in the often noisy, crowded bar at dinnertime.",waiting,negative,0,1,what is the sentiment of waiting,The sentiment is negative
1532,1532,"It saves walking in and waiting for a table in the often noisy, crowded bar at dinnertime.",table,negative,0,1,what is the sentiment of table,The sentiment is negative
1533,1533,I have to say I have never had a disapointing meal here.,meal,positive,1,1,what is the sentiment of meal,The sentiment is positive
1534,1534,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,goat cheese,positive,1,1,what is the sentiment of goat cheese,The sentiment is positive
1535,1535,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,panchetta,positive,1,1,what is the sentiment of panchetta,The sentiment is positive
1536,1536,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,raddichio,negative,0,1,what is the sentiment of raddichio,The sentiment is negative
1537,1537,"Disappointing food, lousy service.",food,negative,0,1,what is the sentiment of food,The sentiment is negative
1538,1538,"Disappointing food, lousy service.",service,negative,0,1,what is the sentiment of service,The sentiment is negative
1539,1539,"If you want a casual neighborhood bistro that has great food and excellent service, this is the place.",food,positive,1,1,what is the sentiment of food,The sentiment is positive
1540,1540,"If you want a casual neighborhood bistro that has great food and excellent service, this is the place.",service,positive,1,1,what is the sentiment of service,The sentiment is positive
1541,1541,great place to go for a drink too because they have 100 kinds of beer.,kinds of beer,positive,1,1,what is the sentiment of kinds of beer,The sentiment is positive
1542,1542,great place to go for a drink too because they have 100 kinds of beer.,drink,neutral,2,1,what is the sentiment of drink,The sentiment is neutral
1543,1543,"Over price, and small portions .",price,negative,0,1,what is the sentiment of price,The sentiment is negative
1544,1544,"Over price, and small portions .",portions,negative,0,1,what is the sentiment of portions,The sentiment is negative
1545,1545,"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.",bartender,positive,1,1,what is the sentiment of bartender,The sentiment is positive
1546,1546,"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.",champagne,neutral,2,1,what is the sentiment of champagne,The sentiment is neutral
1547,1547,"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.",turnip soup with pureed basil,positive,1,1,what is the sentiment of turnip soup with pureed basil,The sentiment is positive
1548,1548,The food was well prepared and the service impecable.,food,positive,1,1,what is the sentiment of food,The sentiment is positive
1549,1549,The food was well prepared and the service impecable.,service,positive,1,1,what is the sentiment of service,The sentiment is positive
1550,1550,"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.",dish,positive,1,1,what is the sentiment of dish,The sentiment is positive
1551,1551,"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.",Thai spiced curry noodles with shrimp,positive,1,1,what is the sentiment of Thai spiced curry noodles with shrimp,The sentiment is positive
1552,1552,"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.",dish,positive,1,1,what is the sentiment of dish,The sentiment is positive
1553,1553,"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.",cost,positive,1,1,what is the sentiment of cost,The sentiment is positive
1554,1554,"Good, dark atmosphere and the music is a nice touch.",atmosphere,positive,1,1,what is the sentiment of atmosphere,The sentiment is positive
1555,1555,"Good, dark atmosphere and the music is a nice touch.",music,positive,1,1,what is the sentiment of music,The sentiment is positive
1556,1556,"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.",portions,negative,0,1,what is the sentiment of portions,The sentiment is negative
1557,1557,"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.",portion,positive,1,1,what is the sentiment of portion,The sentiment is positive
1558,1558,"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.",main course,negative,0,1,what is the sentiment of main course,The sentiment is negative
1559,1559,But the thai is definitely not great -- bland and indistinguished.,thai,negative,0,1,what is the sentiment of thai,The sentiment is negative
1560,1560,"Great for groups, great for a date, great for early brunch or a nightcap.",brunch,positive,1,1,what is the sentiment of brunch,The sentiment is positive
1561,1561,"Great for groups, great for a date, great for early brunch or a nightcap.",nightcap,positive,1,1,what is the sentiment of nightcap,The sentiment is positive
1562,1562,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,food suggestions,positive,1,1,what is the sentiment of food suggestions,The sentiment is positive
1563,1563,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,server,positive,1,1,what is the sentiment of server,The sentiment is positive
1564,1564,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,sommelier,positive,1,1,what is the sentiment of sommelier,The sentiment is positive
1565,1565,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,fromager,positive,1,1,what is the sentiment of fromager,The sentiment is positive
1566,1566,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,wine,neutral,2,1,what is the sentiment of wine,The sentiment is neutral
1567,1567,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,cheese,neutral,2,1,what is the sentiment of cheese,The sentiment is neutral
1568,1568,"Because we didn't have a reservation, we could only sit in the back garden, but it was great, secluded and perfect in nice weather.",back garden,positive,1,1,what is the sentiment of back garden,The sentiment is positive
1569,1569,"Because we didn't have a reservation, we could only sit in the back garden, but it was great, secluded and perfect in nice weather.",reservation,negative,0,1,what is the sentiment of reservation,The sentiment is negative
1570,1570,Stuffing yourself with Japanese food is a rare thing.,Japanese food,neutral,2,1,what is the sentiment of Japanese food,The sentiment is neutral
1571,1571,While the food was good (certainly no Il Mulino) the service was horrendous.,food,positive,1,1,what is the sentiment of food,The sentiment is positive
1572,1572,While the food was good (certainly no Il Mulino) the service was horrendous.,service,negative,0,1,what is the sentiment of service,The sentiment is negative
1573,1573,Service is not what one would expect from a joint in this price category.,Service,negative,0,1,what is the sentiment of Service,The sentiment is negative
1574,1574,Service is not what one would expect from a joint in this price category.,price category,negative,0,1,what is the sentiment of price category,The sentiment is negative
1575,1575,Our family never expected such incredible entertainment in a restaurant.,entertainment,positive,1,1,what is the sentiment of entertainment,The sentiment is positive
1576,1576,i would recommend reservations on weekends though.,reservations,neutral,2,1,what is the sentiment of reservations,The sentiment is neutral
1577,1577,Great pizza for lunch place.,pizza,positive,1,1,what is the sentiment of pizza,The sentiment is positive
1578,1578,The food was very expensive (we spent $160 for lunch for two) but extremely tasty.,lunch,negative,0,1,what is the sentiment of lunch,The sentiment is negative
1579,1579,We were a group of 8 and well seved.,seved,positive,1,1,what is the sentiment of seved,The sentiment is positive
1580,1580,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",signs,positive,1,1,what is the sentiment of signs,The sentiment is positive
1581,1581,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",specials menus,positive,1,1,what is the sentiment of specials menus,The sentiment is positive
1582,1582,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",food,positive,1,1,what is the sentiment of food,The sentiment is positive
1583,1583,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",waitstaff,positive,1,1,what is the sentiment of waitstaff,The sentiment is positive
1584,1584,"I LOVE their spicy scallop roll, and my boyfriend consistently gets the sesame chicken.",scallop roll,positive,1,1,what is the sentiment of scallop roll,The sentiment is positive
1585,1585,"I LOVE their spicy scallop roll, and my boyfriend consistently gets the sesame chicken.",sesame chicken,positive,1,1,what is the sentiment of sesame chicken,The sentiment is positive
1586,1586,"I'm no food critic, but I'd like to think I have a tiny bit of experience under my belt having lived in NY for the last 11 years.",food,neutral,2,1,what is the sentiment of food,The sentiment is neutral
1587,1587,I noted it was crossed off on the bill.,bill,neutral,2,1,what is the sentiment of bill,The sentiment is neutral
1588,1588,Best dish is nori-wrapped tuna.,nori-wrapped tuna,positive,1,1,what is the sentiment of nori-wrapped tuna,The sentiment is positive
1589,1589,Best dish is nori-wrapped tuna.,dish,positive,1,1,what is the sentiment of dish,The sentiment is positive
1590,1590,The food was absolutely amazing!!,food,positive,1,1,what is the sentiment of food,The sentiment is positive
1591,1591,Some servers make you feel like they are doing you a favor to bring you the food.,servers,negative,0,1,what is the sentiment of servers,The sentiment is negative
1592,1592,Some servers make you feel like they are doing you a favor to bring you the food.,food,neutral,2,1,what is the sentiment of food,The sentiment is neutral
1593,1593,"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",fast food,negative,0,1,what is the sentiment of fast food,The sentiment is negative
1594,1594,"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",food,negative,0,1,what is the sentiment of food,The sentiment is negative
1595,1595,Mermaid Inn is an overall good restaurant with really good seafood.,seafood,positive,1,1,what is the sentiment of seafood,The sentiment is positive
1596,1596,The staff is also attentive and friendly.,staff,positive,1,1,what is the sentiment of staff,The sentiment is positive
1597,1597,The all you can eat deal is truly amazing here.,all you can eat deal,positive,1,1,what is the sentiment of all you can eat deal,The sentiment is positive
1598,1598,"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",dish,negative,0,1,what is the sentiment of dish,The sentiment is negative
